N-Z,N,Z,A,EL,S2n,D_S2n,is_from_experiment,S2p,D_S2p,is_from_experiment,Qa,D_Qa,is_from_experiment,Q2b,D_Q2b,is_from_experiment,Qep,D_Qep,is_from_experiment,Qbn,D_Qbn,is_from_experiment
35,123,88,211,Ra,17169.0065,7.5953,1,4805.0229,11.1292,1,7041.6957,2.9334,1,-13044.5263,86.2128,1,3147.6628,6.7405,1,-16003.5271,62.4055,1
33,122,89,211,Ac,17844.0378,77.5122,1,3652.3129,54.9699,1,7567.5897,52.476,1,-14908.7408,87.8393,1,3198.0221,55.4027,1,-14987.3539,56.9815,1
31,121,90,211,Th,18661.0,134.0,0,2559.7862,86.2611,1,7937.4924,63.3304,1,999999.0,999999.0,1,6144.5865,86.5589,1,999999.0,999999.0,1
29,120,91,211,Pa,999999.0,999999.0,1,1370.603,89.1357,1,8481.0817,40.7744,1,999999.0,999999.0,1,5999.1759,93.2533,1,999999.0,999999.0,1
52,132,80,212,Hg,7823.0,361.0,0,999999.0,999999.0,1,1095.0,500.0,0,10569.0,300.0,0,999999.0,999999.0,1,1027.0,303.0,0
50,131,81,212,Tl,8447.0,201.0,0,18809.0,447.0,0,1934.0,361.0,0,6567.0,200.0,0,999999.0,999999.0,1,871.0,200.0,0
48,130,82,212,Pb,8963.1366,2.0978,1,16827.0,200.0,0,3291.5622,30.7943,1,2820.4789,1.9089,1,-14448.0,200.0,0,-3761.1315,5.5972,1
46,129,83,212,Bi,9468.6742,1.8316,1,13448.8893,11.6707,1,6207.2619,0.028,1,510.206,2.6798,1,-9328.9148,41.9582,1,-3756.7685,1.7456,1
44,128,84,212,Po,10558.9848,0.1727,1,10218.9215,0.9254,1,8954.1948,0.114,1,-1710.1891,2.9207,1,-7165.3675,2.4269,1,-6793.5353,2.4899,1
42,127,85,212,At,12798.6857,7.8944,1,8414.1862,1.9566,1,7817.0863,0.6116,1,-5112.1506,9.0894,1,-4058.0038,5.7944,1,-7944.1372,7.0039,1
40,126,86,212,Rn,15197.0914,5.4847,1,7284.1017,2.9174,1,6385.072,2.622,1,-8460.4566,10.6179,1,-3515.698,2.9623,1,-12590.2228,12.3821,1
38,125,87,212,Fr,16315.1262,16.0261,1,6121.8411,11.6684,1,6528.987,1.6113,1,-10815.5981,23.5771,1,842.2219,9.1859,1,-12419.1862,10.0827,1
36,124,88,212,Ra,16784.2374,13.7233,1,5171.9408,11.2069,1,7031.7107,1.669,1,-12309.6489,14.3256,1,1267.5959,12.2229,1,-15413.5658,54.7218,1
34,123,89,212,Ac,17607.1151,65.9445,1,3934.8341,25.6708,1,7539.6118,23.9586,1,-14296.9229,90.2963,1,4150.9433,24.9532,1,-14648.1143,88.808,1
32,122,90,212,Th,18091.2707,21.3856,1,2909.8944,13.6064,1,7958.0367,4.5583,1,999999.0,999999.0,1,3990.0453,11.263,1,-18012.6576,70.2038,1
30,121,91,212,Pa,999999.0,999999.0,1,1745.4982,107.4445,1,8410.7525,59.3,1,999999.0,999999.0,1,7164.0667,102.7809,1,999999.0,999999.0,1
53,133,80,213,Hg,7552.0,361.0,0,999999.0,999999.0,1,999999.0,999999.0,1,11404.0,300.0,0,999999.0,999999.0,1,1680.0,361.0,0
51,132,81,213,Tl,8280.8259,49.8676,1,999999.0,999999.0,1,1589.0,401.0,0,7015.4818,27.4872,1,999999.0,999999.0,1,1261.4226,27.0759,1
49,131,82,213,Pb,8853.2218,7.1545,1,17391.0,200.0,0,2981.0,150.0,0,3449.9211,7.5471,1,-13512.0,300.0,0,-3156.9729,7.1159,1
47,130,83,213,Bi,9515.1907,7.2869,1,13731.6137,42.2242,1,5988.2062,3.392,1,1347.8509,6.972,1,-10970.0,200.0,0,-2933.5803,5.1189,1
45,129,84,213,Po,10363.6625,2.9045,1,10738.4489,3.6863,1,8536.139,2.5581,1,-957.5699,4.2683,1,-6393.5603,3.399,1,-6096.688,3.3996,1
43,128,85,213,At,11074.9665,5.2666,1,9298.3476,7.2027,1,9254.1513,4.7039,1,-3025.3221,6.7181,1,-5750.5498,5.0484,1,-5991.6203,5.5868,1
41,127,86,213,Rn,13083.2553,7.4287,1,7841.3986,3.2125,1,8245.15,2.8629,1,-6041.5061,10.3747,1,-2615.5115,3.1743,1,-10251.2686,9.3965,1
39,126,87,213,Fr,15556.5211,12.8794,1,6484.9504,5.347,1,6904.6577,1.3078,1,-9695.2289,12.5737,1,-2215.0218,5.1796,1,-11426.7548,11.2447,1
37,125,88,213,Ra,16628.9487,11.0031,1,5477.0551,11.9456,1,6861.6908,2.2765,1,-11774.5502,13.4655,1,1715.8055,10.2934,1,-15025.3606,23.9852,1
35,124,89,213,Ac,17145.0917,55.0038,1,4296.5982,16.6986,1,7498.2578,4.2486,1,-13513.1647,58.3474,1,2368.0566,14.5818,1,-14041.1749,15.4257,1
33,123,90,213,Th,17898.9247,86.5616,1,3289.7045,10.4702,1,7836.9514,7.2067,1,999999.0,999999.0,1,5029.8992,13.763,1,-17547.7333,88.088,1
31,122,91,213,Pa,18540.6678,89.9708,1,2067.233,78.4711,1,8384.3916,12.2301,1,999999.0,999999.0,1,5065.6232,61.2147,1,999999.0,999999.0,1
54,134,80,214,Hg,7392.0,500.0,0,999999.0,999999.0,1,999999.0,999999.0,1,11953.0,400.0,0,999999.0,999999.0,1,1915.0,401.0,0
52,133,81,214,Tl,8127.0,280.0,0,999999.0,999999.0,1,1360.0,445.0,0,7665.0,196.0,0,999999.0,999999.0,1,1597.0,196.0,0
50,132,82,214,Pb,8776.7253,2.0017,1,17781.0,300.0,0,2692.0,200.0,0,4286.9537,2.3188,1,-15672.0,300.0,0,-3022.6661,5.2644,1
48,131,83,214,Bi,9225.4731,11.2786,1,14228.0,201.0,0,5621.2999,3.0,1,2178.3717,11.7795,1,-10273.562,29.2465,1,-2618.5791,11.5056,1
46,130,84,214,Po,10243.2001,0.9273,1,11498.9849,2.0987,1,7833.5408,0.0611,1,-150.3083,9.1607,1,-8555.3457,7.0716,1,-5961.7688,4.7314,1
44,129,85,214,At,10893.6388,4.2221,1,9839.1508,4.1657,1,8987.8374,3.7414,1,-2420.8244,9.2654,1,-5436.4519,6.3623,1,-5754.5207,4.9633,1
42,128,86,214,Rn,11803.0809,9.5705,1,8528.1978,9.1166,1,9208.4798,9.115,1,-4412.4045,10.5633,1,-4955.1164,9.5526,1,-8836.7826,10.2726,1
40,127,87,214,Fr,13584.965,12.2273,1,6908.1204,8.6992,1,8588.8563,3.6543,1,-7391.5988,16.0006,1,-1667.7766,9.6944,1,-9375.2025,12.9941,1
38,126,88,214,Ra,15851.133,11.506,1,5825.9824,6.0725,1,7272.5886,2.6063,1,-10602.1912,11.874,1,-1500.2818,6.2084,1,-14119.6071,12.7899,1
36,125,89,214,Ac,17008.9643,25.7395,1,4628.6722,16.136,1,7351.864,2.4984,1,-13026.6229,82.3312,1,2698.5001,14.3429,1,-13758.1539,16.3871,1
34,124,90,214,Th,17558.5907,14.6385,1,3684.2478,14.7472,1,7827.1772,5.3992,1,999999.0,999999.0,1,3060.4033,14.4908,1,-17030.5806,58.1551,1
32,123,91,214,Pa,18279.2643,119.4543,1,2417.6473,84.1051,1,8270.8999,52.2015,1,999999.0,999999.0,1,6029.8942,82.0417,1,999999.0,999999.0,1
55,135,80,215,Hg,7233.0,500.0,0,999999.0,999999.0,1,999999.0,999999.0,1,12767.0,403.0,0,999999.0,999999.0,1,2574.0,445.0,0
53,134,81,215,Tl,7896.0,301.0,0,999999.0,999999.0,1,999999.0,999999.0,1,8401.0,300.0,0,999999.0,999999.0,1,2142.0,300.0,0
51,133,82,215,Pb,8596.7936,53.1425,1,18436.0,305.0,0,2308.0,207.0,0,4884.0155,52.7281,1,-14717.0,403.0,0,-2528.2934,53.8646,1
49,132,83,215,Bi,9281.6935,7.3709,1,14732.4813,27.5925,1,5282.3552,42.2928,1,2885.8554,8.5397,1,-12124.0,196.0,0,-1972.0738,5.7717,1
47,131,84,215,Po,10030.888,3.6037,1,11916.115,7.1108,1,7526.3255,0.8129,1,627.2194,6.4076,1,-7647.723,2.451,1,-5233.9372,4.4488,1
45,130,85,215,At,10819.698,8.1364,1,10602.8549,8.211,1,8177.6168,3.7845,1,-1574.7209,9.5988,1,-7344.7747,12.9602,1,-5008.2375,11.2531,1
43,129,86,215,Rn,11615.6773,6.7703,1,9093.4134,6.6296,1,8838.5865,5.9595,1,-3700.9847,9.2929,1,-3987.9888,6.0515,1,-8281.9809,10.3464,1
41,128,87,215,Fr,12270.2992,8.4302,1,7680.2831,8.3795,1,9540.4127,6.5175,1,-5712.4127,14.2719,1,-3591.6821,7.8799,1,-7845.921,8.7816,1
39,127,88,215,Ra,13956.1987,12.1709,1,6349.9986,7.7858,1,8862.4086,2.3309,1,-8389.4388,9.5908,1,-437.3123,11.5611,1,-11972.595,15.3395,1
37,126,89,215,Ac,16253.1154,16.9992,1,4993.1925,13.2668,1,7745.9488,3.1828,1,-11773.987,83.3783,1,-300.0938,15.0446,1,-12735.6995,16.3548,1
35,125,90,215,Th,17341.3102,11.1842,1,4002.0659,11.6845,1,7664.6478,3.9321,1,-13967.8784,104.3287,1,3539.722,8.2273,1,-16609.7792,81.455,1
33,124,91,215,Pa,17992.293,100.3314,1,2914.4343,83.2712,1,8236.1363,62.5194,1,999999.0,999999.0,1,4082.2944,83.5564,1,999999.0,999999.0,1
31,123,92,215,U,999999.0,999999.0,1,1808.7377,104.5432,1,8587.9999,58.6205,1,999999.0,999999.0,1,6905.4093,104.6802,1,999999.0,999999.0,1
56,136,80,216,Hg,6993.0,565.0,0,999999.0,999999.0,1,999999.0,999999.0,1,13411.0,447.0,0,999999.0,999999.0,1,2819.0,500.0,0
54,135,81,216,Tl,7737.0,358.0,0,999999.0,999999.0,1,999999.0,999999.0,1,8996.0,300.0,0,999999.0,999999.0,1,2457.0,305.0,0
52,134,82,216,Pb,8450.0,200.0,0,18839.0,447.0,0,2065.0,361.0,0,5727.0,200.0,0,-16889.0,447.0,0,-2191.0,200.0,0
50,133,83,216,Bi,9067.8685,15.8299,1,15169.0,196.0,0,5000.0,200.0,0,3617.3097,11.7356,1,-11445.0,300.0,0,-1655.5596,11.3773,1
48,132,84,216,Po,9890.328,2.0869,1,12612.5876,1.9577,1,6906.3495,0.505,1,1529.0234,5.9616,1,-9848.8801,52.7167,1,-5032.3988,6.7496,1
46,131,85,216,At,10506.8065,5.1668,1,11120.4842,11.6855,1,7949.705,3.0567,1,-714.3439,5.316,1,-6661.5649,6.587,1,-4645.65,6.9215,1
44,130,86,216,Rn,11569.6596,10.7265,1,9854.6574,5.7274,1,8197.8049,5.6519,1,-3038.1538,9.7402,1,-6493.888,6.102,1,-8136.1431,8.9789,1
42,129,87,216,Fr,12213.2869,9.3494,1,8227.7686,5.437,1,9174.255,3.4256,1,-5178.7143,10.1264,1,-3061.3656,7.7221,1,-7632.2907,8.1377,1
40,128,88,216,Ra,12943.9103,9.5536,1,6966.8119,12.0827,1,9525.7696,7.3754,1,-7007.0707,13.6126,1,-2828.5149,9.9342,1,-10810.402,14.7595,1
38,127,89,216,Ac,14426.1715,16.3878,1,5469.8787,12.5578,1,9240.8187,2.8621,1,-9674.0622,26.3182,1,542.6278,11.6211,1,-10843.0152,11.1943,1
36,126,90,216,Th,16539.0308,15.3508,1,4372.1456,12.27,1,8072.3838,4.2621,1,-12767.8923,30.173,1,477.5711,13.1529,1,-15577.3184,83.1944,1
34,125,91,216,Pa,17778.7323,84.8661,1,3187.4153,28.1265,1,8099.2828,11.3392,1,999999.0,999999.0,1,4504.2772,27.5929,1,-15136.8315,107.0131,1
32,124,92,216,U,999999.0,999999.0,1,2206.4445,30.0218,1,8530.6272,26.2111,1,999999.0,999999.0,1,4856.0247,28.7982,1,999999.0,999999.0,1
55,136,81,217,Tl,7513.0,500.0,0,999999.0,999999.0,1,999999.0,999999.0,1,9930.0,400.0,0,999999.0,999999.0,1,3079.0,447.0,0
53,135,82,217,Pb,8225.0,305.0,0,19427.0,500.0,0,1635.0,424.0,0,6377.0,300.0,0,-15949.0,500.0,0,-1685.0,300.0,0
51,134,83,217,Bi,9041.9454,18.5704,1,15878.0,300.0,0,4521.2357,32.2948,1,4335.3645,18.3914,1,-13429.0,300.0,0,-1123.6912,17.7912,1
49,133,84,217,Po,9717.4131,6.7103,1,13036.7346,53.0903,1,6662.1342,2.3529,1,2224.8863,7.7283,1,-8915.0,200.0,0,-4444.5437,7.3786,1
47,132,85,217,At,10491.4545,8.1606,1,11812.6159,7.3127,1,7201.3529,1.2191,1,79.9353,8.1539,1,-8768.3608,12.2457,1,-3930.0323,7.5731,1
45,131,86,217,Rn,11315.08,7.2288,1,10377.6054,4.6142,1,7887.1691,2.8816,1,-2230.9696,8.051,1,-5412.7407,4.45,1,-7383.7739,5.621,1
43,130,87,217,Fr,12146.1107,9.4274,1,9006.6958,9.212,1,8469.2686,4.3198,1,-4387.6582,12.9458,1,-5230.9863,7.3137,1,-7048.1214,10.2112,1
41,129,88,217,Ra,12785.0951,9.9456,1,7519.4164,9.1724,1,9160.5687,6.1884,1,-6316.2443,12.7351,1,-1652.7477,8.9619,1,-10331.5186,11.6095,1
39,128,89,217,Ac,13470.8652,16.7275,1,6193.7585,13.2238,1,9831.6047,10.1882,1,-8352.427,16.7942,1,-1557.672,11.9316,1,-9667.5339,15.761,1
37,127,90,217,Th,14858.2895,12.3605,1,4904.1568,12.8212,1,9435.3069,4.0315,1,-10765.0,81.0,0,1625.3428,13.2892,1,-13689.3365,26.835,1
35,126,91,217,Pa,16892.4252,83.3921,1,3553.7442,17.5818,1,8488.8028,4.4886,1,999999.0,999999.0,1,1616.0407,15.5232,1,-14082.9992,30.7428,1
33,125,92,217,U,18061.0,132.0,0,2529.0,81.0,0,8426.0,80.0,0,999999.0,999999.0,1,5383.0,81.0,0,999999.0,999999.0,1
56,137,81,218,Tl,7303.0,500.0,0,999999.0,999999.0,1,999999.0,999999.0,1,10494.0,401.0,0,999999.0,999999.0,1,3379.0,500.0,0
54,136,82,218,Pb,8023.0,361.0,0,19869.0,500.0,0,1434.0,500.0,0,7273.0,300.0,0,999999.0,999999.0,1,-1172.0,300.0,0
52,135,83,218,Bi,8800.5857,29.2347,1,16232.0,301.0,0,4327.0,197.0,0,5115.82,29.3606,1,-12733.0,401.0,0,-738.7322,27.7947,1
50,134,84,218,Po,9568.3203,1.9556,1,13731.0,200.0,0,6114.7544,0.0917,1,3139.2382,2.9209,1,-11193.0,300.0,0,-4109.2646,5.1835,1
48,133,85,218,At,10299.096,11.9681,1,12351.7117,16.0397,1,6876.0822,2.5858,1,1040.7782,12.1457,1,-7918.7155,21.1083,1,-3629.666,12.1395,1
46,132,86,218,Rn,11178.5351,6.0131,1,11142.8645,2.7413,1,7262.4699,1.8507,1,-1428.1429,9.9524,1,-7955.01,6.903,1,-7168.5675,6.667,1
44,131,87,218,Fr,12054.2181,5.6246,1,9775.1801,5.3639,1,8013.6758,1.4407,1,-3791.4049,57.7493,1,-4624.1291,6.463,1,-6901.4137,8.0626,1
42,130,88,218,Ra,12788.546,12.5606,1,8185.6982,11.262,1,8540.3045,3.4317,1,-5721.1905,14.3661,1,-4301.9809,10.5515,1,-10128.0828,14.8695,1
40,129,89,218,Ac,13441.5274,58.3502,1,6698.1192,57.7448,1,9384.2563,56.9829,1,-7798.723,60.3151,1,-752.7889,57.9629,1,-9426.2531,58.5846,1
38,128,90,218,Th,14074.4262,15.2833,1,5502.6614,13.2021,1,9849.0906,9.1118,1,-9527.908,17.2753,1,-811.7599,12.6438,1,-12759.3193,16.3326,1
36,127,91,218,Pa,15316.8666,30.4293,1,4078.1104,20.0849,1,9791.3805,11.6121,1,999999.0,999999.0,1,2658.2759,21.0798,1,-12392.0,82.0,0
34,126,92,218,U,17314.4105,31.2366,1,2981.8241,17.6086,1,8774.8074,8.6266,1,999999.0,999999.0,1,2399.9038,17.3394,1,999999.0,999999.0,1
55,137,82,219,Pb,7783.0,500.0,0,999999.0,999999.0,1,1085.0,565.0,0,7938.0,400.0,0,999999.0,999999.0,1,-668.0,401.0,0
53,136,83,219,Bi,8553.0,201.0,0,16918.0,447.0,0,3865.0,361.0,0,5924.0,200.0,0,-14679.0,447.0,0,-108.0,200.0,0
51,135,84,219,Po,9344.7279,17.1343,1,14157.0,300.0,0,5914.1999,50.2494,1,3852.0233,15.974,1,-10237.0,300.0,0,-3490.1757,19.5726,1
49,134,85,219,At,10141.2131,5.6528,1,12911.8836,17.9919,1,6341.8333,4.8314,1,1779.0822,7.4018,1,-10108.9882,27.2065,1,-2892.7103,3.9123,1
47,133,86,219,Rn,10971.8649,4.6049,1,11632.0572,6.7037,1,6946.1921,0.3055,1,-564.5153,7.093,1,-6816.2853,2.4313,1,-6301.4208,4.6672,1
45,132,87,219,Fr,11840.36,9.3905,1,10355.6013,8.3616,1,7448.6065,1.8222,1,-2952.6143,51.9178,1,-6772.2504,13.3407,1,-6099.9355,11.905,1
43,131,88,219,Ra,12638.3192,9.6681,1,8842.6556,7.8482,1,8137.9268,3.0559,1,-5068.9273,56.8465,1,-3112.5318,7.0223,1,-9528.3104,57.9952,1
41,130,89,219,Ac,13275.404,52.677,1,7323.0518,51.8544,1,8826.4999,50.9902,1,-7013.6702,86.6517,1,-2778.8579,51.6156,1,-8868.5117,52.5371,1
39,129,90,219,Th,13885.6362,57.4474,1,6004.6979,56.8748,1,9505.8694,55.9984,1,-8833.1732,58.0137,1,528.2526,57.2823,1,-12258.1061,59.2112,1
37,128,91,219,Pa,14614.1608,70.8093,1,4697.0398,70.602,1,10127.7574,68.5918,1,-10853.7275,115.3992,1,443.4073,90.4335,1,-11382.7496,71.0403,1
35,127,92,219,U,15817.0,82.0,0,3487.769,17.046,1,9949.6039,11.7381,1,999999.0,999999.0,1,3640.2353,16.9852,1,999999.0,999999.0,1
33,126,93,219,Np,999999.0,999999.0,1,2195.7394,92.8141,1,9207.4978,40.7456,1,999999.0,999999.0,1,3498.4117,93.6841,1,999999.0,999999.0,1
56,138,82,220,Pb,7642.0,500.0,0,999999.0,999999.0,1,785.0,565.0,0,8867.0,400.0,0,999999.0,999999.0,1,-261.0,447.0,0
54,137,83,220,Bi,8399.0,301.0,0,17329.0,500.0,0,3664.0,424.0,0,6584.0,300.0,0,999999.0,999999.0,1,207.0,300.0,0
52,136,84,220,Po,9235.8255,17.8074,1,14944.0,300.0,0,5329.0,201.0,0,4651.4689,17.7911,1,-12645.0,400.0,0,-3203.8769,17.9919,1
50,135,85,220,At,9867.106,18.0985,1,13418.232,30.413,1,6076.8447,17.8934,1,2893.4166,14.5415,1,-9233.0,201.0,0,-2524.907,14.1293,1
48,134,86,220,Rn,10748.0561,2.7408,1,12322.6003,1.9538,1,6404.7417,0.1018,1,339.9023,7.7427,1,-9358.3383,15.9389,1,-6076.2636,6.991,1
46,133,87,220,Fr,11719.7444,5.6763,1,11195.8286,12.1113,1,6800.7379,1.857,1,-2261.4233,7.2009,1,-6202.6604,5.0564,1,-5982.8389,7.7906,1
44,132,88,220,Ra,12516.1013,12.2981,1,9523.2644,7.7825,1,7593.8629,4.9407,1,-4417.4465,15.5736,1,-5846.2173,7.846,1,-9368.7801,52.0099,1
42,131,89,220,Ac,13249.726,57.919,1,7893.6271,7.196,1,8347.8172,4.4884,1,-6534.642,15.883,1,-2162.1549,9.1158,1,-8790.3429,56.7644,1
40,130,90,220,Th,13819.8454,17.2497,1,6533.9608,16.7637,1,8973.1556,11.102,1,-8324.0,102.0,0,-1993.2861,15.2079,1,-11965.0038,71.0347,1
38,129,91,220,Pa,14513.807,23.0864,1,5150.39,59.4503,1,9703.745,11.3834,1,-10196.625,34.0348,1,1419.8728,53.5222,1,-11088.8742,19.8161,1
36,128,92,220,U,15024.0,102.0,0,3931.0,101.0,0,10290.0,100.0,0,999999.0,999999.0,1,1262.0,115.0,0,-14495.0,136.0,0
34,127,93,220,Np,999999.0,999999.0,1,2752.488,35.5257,1,10226.3078,18.334,1,999999.0,999999.0,1,4602.8277,76.1731,1,999999.0,999999.0,1
55,138,83,221,Bi,8262.0,361.0,0,999999.0,999999.0,1,3116.0,500.0,0,7417.0,300.0,0,999999.0,999999.0,1,865.0,300.0,0
53,137,84,221,Po,9050.24,25.1676,1,15424.0,400.0,0,5089.0,301.0,0,5302.4026,20.3789,1,-11646.0,400.0,0,-2673.3097,24.039,1
51,136,85,221,At,9755.9281,14.3424,1,14115.0,201.0,0,5627.8506,22.5491,1,3505.4782,14.8021,1,-11466.0,300.0,0,-1900.5823,14.0896,1
49,135,86,221,Rn,10500.6193,5.8965,1,12787.9486,16.8349,1,6162.9859,3.1893,1,1507.4773,7.3054,1,-8081.0792,18.598,1,-5082.2957,6.908,1
47,134,87,221,Fr,11482.3241,8.2926,1,11696.7123,5.5463,1,6457.737,1.4043,1,-1253.7974,57.1008,1,-8387.4685,14.8021,1,-5066.1583,8.9809,1
45,133,88,221,Ra,12572.612,8.0875,1,10443.4026,5.0019,1,6880.3948,1.9528,1,-3976.0488,9.1042,1,-4937.0876,4.8594,1,-8851.1963,7.4535,1
43,132,89,221,Ac,13181.141,76.7071,1,8663.8327,57.3,1,7791.4696,56.5253,1,-5843.8885,82.2356,1,-4240.2545,57.0267,1,-8229.8074,58.5032,1
41,131,90,221,Th,13665.4904,57.0,1,7031.8692,10.3791,1,8625.474,3.7755,1,-7580.0702,72.5758,1,-621.1366,10.9078,1,-11409.7895,16.6918,1
39,130,91,221,Pa,14350.9226,91.5677,1,5772.5585,78.5803,1,9247.6999,58.3095,1,-9535.0,209.0,0,-657.7893,59.6867,1,-10710.0,117.0,0
37,129,92,221,U,14918.5935,73.3579,1,4520.7262,91.6025,1,9889.2999,71.3499,1,-11410.0,308.0,0,2541.4872,73.4212,1,-14026.3444,78.4032,1
35,128,93,221,Np,15669.0,220.0,0,3251.0,212.0,0,10431.0,201.0,0,999999.0,999999.0,1,2343.0,201.0,0,999999.0,999999.0,1
33,127,94,221,Pu,999999.0,999999.0,1,1944.0,300.0,0,10534.0,311.0,0,999999.0,999999.0,1,5627.0,316.0,0,999999.0,999999.0,1
56,139,83,222,Bi,8152.0,424.0,0,999999.0,999999.0,1,2815.0,500.0,0,7997.0,300.0,0,999999.0,999999.0,1,1105.0,301.0,0
54,138,84,222,Po,8919.8309,43.7901,1,16222.0,402.0,0,4432.0,303.0,0,6114.3107,40.1014,1,999999.0,999999.0,1,-2367.7797,42.4214,1
52,137,85,222,At,9565.3563,21.1184,1,14584.0,300.0,0,5312.0741,31.3126,1,4574.9252,17.5012,1,-10536.0,300.0,0,-1589.644,16.8349,1
50,136,86,222,Rn,10382.6727,1.9299,1,13469.4475,17.8048,1,5590.3894,0.3055,1,2051.7519,4.7093,1,-10690.7709,19.6577,1,-4976.6121,5.061,1
48,135,87,222,Fr,11246.8649,8.471,1,12575.5875,15.8354,1,5852.9689,13.7061,1,-243.6942,8.8098,1,-7693.5972,15.8354,1,-4657.0919,8.7732,1
46,134,88,222,Ra,12094.5223,8.6998,1,10869.7305,4.6071,1,6677.8757,4.2266,1,-2882.8337,11.0616,1,-7440.1202,7.1651,1,-8282.1614,57.0529,1
44,133,89,222,Ac,13264.594,7.4787,1,9438.4767,6.0306,1,7137.4413,2.0368,1,-5442.5635,86.7187,1,-3944.4248,6.6953,1,-8389.4465,9.1328,1
42,132,90,222,Th,13629.135,17.0061,1,7646.9945,12.6264,1,8132.5665,2.8606,1,-7069.795,52.9844,1,-3049.8092,11.1054,1,-11243.2162,60.2435,1
40,131,91,222,Pa,14356.6724,87.837,1,6257.3365,86.8079,1,8788.5999,64.6607,1,-9210.2801,94.5956,1,244.3414,103.6137,1,-10526.9531,112.7119,1
38,130,92,222,U,14883.0,113.0,0,4994.646,53.7617,1,9481.171,50.9193,1,-10787.0,304.0,0,43.937,52.6013,1,-13709.0,207.0,0
36,129,93,222,Np,15343.0173,48.9029,1,3581.6983,40.7725,1,10200.157,33.6067,1,999999.0,999999.0,1,3610.733,70.525,1,-12726.0,302.0,0
34,128,94,222,Pu,999999.0,999999.0,1,2532.0,316.0,0,10740.0,300.0,0,999999.0,999999.0,1,3251.0,308.0,0,999999.0,999999.0,1
57,140,83,223,Bi,8103.0,500.0,0,999999.0,999999.0,1,999999.0,999999.0,1,8812.0,400.0,0,999999.0,999999.0,1,1682.0,402.0,0
55,139,84,223,Po,8838.0,197.0,0,999999.0,999999.0,1,4034.0,445.0,0,6689.0,196.0,0,999999.0,999999.0,1,-1946.0,196.0,0
53,138,85,223,At,9497.3572,19.76,1,15350.0,300.0,0,4683.0,201.0,0,5045.6788,14.1052,1,-12811.0,300.0,0,-1015.2669,14.107,1
51,137,86,223,Rn,10224.252,9.6869,1,13961.9605,21.0673,1,5283.4618,17.6619,1,3156.4935,8.0964,1,-9385.5003,40.8109,1,-4059.6828,10.8035,1
49,136,87,223,Fr,11037.5578,4.8304,1,12978.342,14.1052,1,5561.3922,2.8173,1,557.2745,6.9628,1,-9859.6701,15.9527,1,-4009.1938,4.7255,1
47,135,88,223,Ra,11873.2681,4.9978,1,11816.0514,5.8928,1,5978.9916,0.2121,1,-2152.1569,8.1815,1,-6427.6831,2.4034,1,-7459.8704,5.0882,1
45,134,89,223,Ac,12848.6297,57.3087,1,10030.1384,8.3527,1,6783.1999,1.0,1,-4512.5595,75.9385,1,-5842.0193,10.1877,1,-7449.3021,12.2847,1
43,133,90,223,Th,13697.1599,11.1531,1,8156.4172,9.0595,1,7566.6333,4.0825,1,-6659.8762,59.5639,1,-2223.7743,9.0056,1,-10750.277,86.9546,1
41,132,91,223,Pa,14179.9587,96.1513,1,6771.3762,94.6265,1,8343.1452,55.4094,1,-8320.9684,112.1884,1,-1573.1541,75.753,1,-10006.5375,91.7775,1
39,131,92,223,U,14617.354,93.2239,1,5472.5898,59.5707,1,9157.5821,17.3111,1,-10075.0,306.0,0,1553.2682,59.9093,1,-13300.681,70.25,1
37,130,93,223,Np,15394.0,217.0,0,4294.2964,101.9419,1,9650.4434,44.8053,1,-12041.0,311.0,0,1305.2508,119.8613,1,-12472.0,311.0,0
35,129,94,223,Pu,15952.0,424.0,0,2977.0,308.0,0,10400.0,300.0,0,999999.0,999999.0,1,4559.0,304.0,0,999999.0,999999.0,1
33,128,95,223,Am,999999.0,999999.0,1,1789.0,361.0,0,10838.0,314.0,0,999999.0,999999.0,1,4136.0,302.0,0,999999.0,999999.0,1
58,141,83,224,Bi,8023.0,500.0,0,999999.0,999999.0,1,999999.0,999999.0,1,9359.0,400.0,0,999999.0,999999.0,1,1920.0,445.0,0
56,140,84,224,Po,8719.0,200.0,0,999999.0,999999.0,1,3355.0,445.0,0,7465.0,196.0,0,999999.0,999999.0,1,-1589.0,196.0,0
54,139,85,224,At,9384.6464,27.3961,1,15817.0,301.0,0,4327.0,301.0,0,5962.4037,24.9946,1,-11818.0,400.0,0,-750.0384,23.6848,1
52,138,86,224,Rn,10069.4947,10.0049,1,14619.1114,41.2391,1,4756.7202,20.2374,1,3619.2659,9.98,1,-11922.0,196.0,0,-4008.549,10.0025,1
50,137,87,224,Fr,10772.1248,13.4342,1,13782.3561,19.3831,1,4947.95,17.8934,1,1514.4667,11.9022,1,-8968.3648,17.8934,1,-3555.9486,11.3716,1
48,136,88,224,Ra,11637.0088,4.6061,1,12124.0666,1.9258,1,5788.9231,0.1526,1,-1169.748,9.7213,1,-8852.877,8.029,1,-7070.5404,7.0615,1
46,135,89,224,Ac,12530.2858,6.0711,1,10721.8975,8.4999,1,6326.8999,0.7,1,-3628.2033,8.5055,1,-5437.1527,4.3698,1,-7222.5723,8.8233,1
44,134,90,224,Th,13350.0944,13.9279,1,8902.5667,10.4998,1,7298.5734,5.8787,1,-5747.1098,17.9632,1,-4526.6355,9.8019,1,-10413.3519,76.222,1
