N-Z,N,Z,A,EL,S2n,D_S2n,is_from_experiment,S2p,D_S2p,is_from_experiment,Qa,D_Qa,is_from_experiment,Q2b,D_Q2b,is_from_experiment,Qep,D_Qep,is_from_experiment,Qbn,D_Qbn,is_from_experiment
8,17,9,26,F,5012.497,144.8941,1,42841.0,415.0,0,-15515.0654,233.7243,1,25535.4354,107.0844,1,-44597.0,514.0,0,12638.8399,110.8984,1
6,16,10,26,Ne,9709.8802,18.4359,1,32597.2329,165.9012,1,-11226.8344,59.8299,1,16695.6572,18.4288,1,-34136.8876,166.1097,1,1767.6091,18.4678,1
4,15,11,26,Na,14585.5158,3.5017,1,28983.2384,97.7331,1,-12079.0722,12.884,1,5349.359,3.5023,1,-25483.9183,96.5059,1,-1739.3165,3.502,1
2,14,12,26,Mg,18423.6016,0.0314,1,24840.8433,0.5135,1,-10614.7437,0.0342,1,-9073.5403,0.1057,1,-21468.0117,29.0453,1,-15369.8877,0.0629,1
0,13,13,26,Al,28303.9634,0.2373,1,18370.1808,0.0682,1,-9453.6638,0.1474,1,-23183.0,196.0,0,-10141.2968,1.2018,1,-24108.7792,10.0002,1
-2,12,14,26,Si,34028.825,19.4724,1,7785.3673,0.1079,1,-9165.9328,0.1922,1,-34821.0,600.0,0,-1237.1924,0.1017,1,-35402.0,400.0,0
-4,11,15,26,P,39190.0,537.0,0,3556.0,196.0,0,-9653.0,446.0,0,999999.0,999999.0,1,12600.0,196.0,0,999999.0,999999.0,1
-6,10,16,26,S,999999.0,999999.0,1,-2357.0,600.0,0,-8385.0,781.0,0,999999.0,999999.0,1,16564.0,600.0,0,999999.0,999999.0,1
11,19,8,27,O,-1198.0,527.0,0,999999.0,999999.0,1,-21926.0,1115.0,0,37619.0,508.0,0,999999.0,999999.0,1,17924.0,512.0,0
9,18,9,27,F,2343.325,154.1059,1,45427.0,517.0,0,-14011.8669,437.4086,1,30651.2685,120.2555,1,999999.0,999999.0,1,16581.0463,121.6023,1
7,17,10,27,Ne,7056.2232,95.3041,1,34856.0623,188.3934,1,-9995.3765,151.8322,1,21637.5042,90.7703,1,-34899.1017,188.2759,1,5840.3723,90.8378,1
5,16,11,27,Na,12302.613,3.9147,1,31429.8995,96.5144,1,-11227.9698,33.5281,1,11679.0731,3.726,1,-31481.4166,107.092,1,2625.435,3.7264,1
3,15,12,27,Mg,17536.4483,0.0584,1,27129.0334,29.0454,1,-11857.4651,0.1146,1,-2202.0889,0.1173,1,-22356.6788,18.4288,1,-10447.7728,0.0737,1
1,14,13,27,Al,24423.5258,0.0803,1,22416.9921,1.2009,1,-10091.9259,0.0473,1,-16537.8313,9.0008,1,-17625.0542,3.502,1,-18127.1784,0.1176,1
-1,13,14,27,Si,32354.4631,10.0006,1,13769.6654,0.1172,1,-9335.7466,0.112,1,-29875.0,400.0,0,-3458.9327,0.1113,1,-31429.0,196.0,0
-3,12,15,27,P,36992.0,400.0,0,6321.0005,9.0007,1,-9832.0193,9.0072,1,999999.0,999999.0,1,4262.136,9.0004,1,-36411.0,600.0,0
-5,11,16,27,S,999999.0,999999.0,1,914.0,400.0,0,-8884.0,641.0,0,999999.0,999999.0,1,17343.0,400.0,0,999999.0,999999.0,1
12,20,8,28,O,-1276.0,718.0,0,999999.0,999999.0,1,999999.0,999999.0,1,40780.0,710.0,0,999999.0,999999.0,1,18875.0,709.0,0
10,19,9,28,F,1413.4951,59.6559,1,999999.0,999999.0,1,-15959.0,418.0,0,34392.1113,120.7828,1,999999.0,999999.0,1,18281.568,150.7406,1
8,18,10,28,Ne,5324.0116,127.4075,1,37939.2446,207.6093,1,-9625.5821,207.5491,1,26319.6836,126.0679,1,-40659.0,516.0,0,8746.2106,126.1227,1
6,17,11,28,Na,10270.1709,10.8282,1,34240.9124,107.5165,1,-10957.747,98.2063,1,15862.4042,10.2466,1,-33410.7642,120.6337,1,5526.9609,10.2465,1
4,16,12,28,Mg,14948.0381,0.2625,1,30079.0012,18.4306,1,-11493.219,0.5752,1,6472.8516,0.2608,1,-29359.8266,90.7706,1,-5894.4,0.2651,1
2,15,13,28,Al,20783.2162,0.0821,1,24567.8812,3.502,1,-10857.7346,0.0513,1,-9702.8631,1.1483,1,-18621.9,3.726,1,-12537.5323,0.097,1
0,14,14,28,Si,30494.4299,0.1076,1,19856.1957,0.0293,1,-9984.1348,0.0129,1,-25566.0,160.0,1,-14195.174,0.0472,1,-28905.0829,9.0006,1
-2,13,15,28,P,34263.0,196.0,0,9515.6592,1.1492,1,-9523.9602,1.1654,1,-35418.0,500.0,0,2760.0361,1.1482,1,-32710.0,400.0,0
-4,12,16,28,S,39750.0,621.0,0,3363.7359,160.0,1,-9096.8986,161.1805,1,999999.0,999999.0,1,9168.7371,160.0,1,999999.0,999999.0,1
-6,11,17,28,Cl,999999.0,999999.0,1,-2719.0,537.0,0,-8175.0,707.0,0,999999.0,999999.0,1,21640.0,500.0,0,999999.0,999999.0,1
11,20,9,29,F,1125.9238,538.9373,1,999999.0,999999.0,1,-18258.0,727.0,0,37470.1964,525.4139,1,999999.0,999999.0,1,20779.1341,540.2768,1
9,19,10,29,Ne,4793.7431,174.9026,1,40848.0,522.0,0,-11354.143,222.7207,1,29012.163,149.5052,1,-40969.0,714.0,0,11316.8002,149.8555,1
7,18,11,29,Na,7944.8517,8.2287,1,37031.4262,120.4214,1,-11079.0889,96.721,1,20887.7562,7.3447,1,-38012.7732,120.5708,1,9628.6213,7.3412,1
5,17,12,29,Mg,12168.4019,0.3477,1,32241.2121,90.7709,1,-11001.7729,29.0474,1,11282.7215,0.3445,1,-29201.0692,126.0681,1,-1832.9586,0.3479,1
3,16,13,29,Al,17153.5348,0.3479,1,27267.9139,3.7422,1,-11274.8645,1.2485,1,-1254.9132,0.4976,1,-24508.4181,10.2522,1,-4786.2833,0.3447,1
1,15,14,29,Si,25653.2124,0.1074,1,21886.4295,0.0472,1,-11127.2154,0.0469,1,-18800.6581,13.0409,1,-14164.1071,0.2608,1,-22818.5432,1.1473,1
-1,14,15,29,P,32436.4529,9.0078,1,14333.9276,0.362,1,-10461.791,0.3647,1,-30975.0,189.0,0,-7391.1007,0.3622,1,-29097.37,160.0004,1
-3,13,16,29,S,36728.0,400.0,0,5287.8603,13.0414,1,-9346.661,16.4337,1,-41063.0,439.0,0,11109.4026,13.0409,1,-39436.0,500.0,0
-5,12,17,29,Cl,999999.0,999999.0,1,-103.0,189.0,0,-8593.0,442.0,0,999999.0,999999.0,1,13881.0,189.0,0,999999.0,999999.0,1
-7,11,18,29,Ar,999999.0,999999.0,1,-5900.0,180.0,0,999999.0,999999.0,1,999999.0,999999.0,1,26607.0,467.0,0,999999.0,999999.0,1
12,21,9,30,F,586.0,514.0,0,999999.0,999999.0,1,999999.0,999999.0,1,40486.0,500.0,0,999999.0,999999.0,1,22489.0,522.0,0
10,20,10,30,Ne,4162.2543,282.8937,1,43378.0,743.0,0,-13805.8365,302.2324,1,32161.4924,253.2538,1,999999.0,999999.0,1,12528.808,253.3567,1
8,19,11,30,Na,6679.6511,11.2842,1,39507.0684,120.4402,1,-12624.9011,107.1315,1,24338.7863,5.1079,1,-38964.4916,525.3839,1,11015.7117,4.7395,1
6,18,12,30,Mg,10004.0631,1.3209,1,34759.0528,126.0743,1,-11787.402,18.4742,1,15551.5899,1.2951,1,-34570.1466,149.5104,1,1255.0717,1.34,1
4,17,13,30,Al,15156.0331,1.9362,1,29453.7434,10.4276,1,-11428.2519,4.001,1,4336.7394,1.9366,1,-25833.0814,7.5876,1,-2040.353,1.9355,1
2,16,14,30,Si,19082.8014,0.0217,1,23990.959,0.2617,1,-10643.3347,0.0364,1,-10373.708,0.205,1,-21109.5735,0.3452,1,-15551.4314,0.3595,1
0,15,15,30,P,29195.6356,1.1491,1,17928.0785,0.0813,1,-10415.6324,0.0929,1,-24875.4035,23.8761,1,-9282.0647,0.3508,1,-25177.7505,13.0411,1
-2,14,16,30,S,34275.0935,160.0001,1,7144.3995,0.2062,1,-9343.167,0.2326,1,-36130.0,179.0,0,546.856,0.2062,1,-36153.0,189.0,0
-4,13,17,30,Cl,39738.0,501.0,0,2755.5381,23.9036,1,-8723.0,197.0,0,999999.0,999999.0,1,14338.4256,23.8787,1,-41366.0,439.0,0
-6,12,18,30,Ar,999999.0,999999.0,1,-3420.0,80.0,0,-8034.0,626.0,0,999999.0,999999.0,1,17877.0,179.0,0,999999.0,999999.0,1
13,22,9,31,F,-550.0,100.0,0,999999.0,999999.0,1,999999.0,999999.0,1,44597.0,535.0,0,999999.0,999999.0,1,25491.0,592.0,0
11,21,10,31,Ne,3360.8452,305.3058,1,999999.0,999999.0,1,-15913.0,567.0,0,34303.7458,266.213,1,999999.0,999999.0,1,14635.6061,266.2373,1
9,20,11,31,Na,6576.5985,15.7814,1,42482.101,525.5484,1,-15312.3624,121.0071,1,27196.7402,14.1501,1,-44003.0,500.0,0,13056.0859,14.0323,1
7,19,12,31,Mg,8652.428,3.0932,1,36099.897,149.5364,1,-12597.9777,90.8223,1,19826.8855,3.0742,1,-33691.2428,253.2691,1,4670.6466,3.6325,1
5,18,13,31,Al,12885.5825,2.262,1,32208.6447,7.6697,1,-11857.8341,4.3455,1,9489.8357,2.2356,1,-30714.3496,5.229,1,1410.9356,2.2357,1
3,17,14,31,Si,17196.5919,0.0434,1,26914.6195,0.3472,1,-10787.359,0.0641,1,-3906.5059,0.2333,1,-21356.6359,1.2956,1,-10819.4995,0.0721,1
1,16,15,31,P,23630.3315,0.3589,1,20810.7242,0.3447,1,-9668.5967,0.0474,1,-17405.9919,3.4465,1,-15865.399,1.9355,1,-18452.608,0.2062,1
-1,15,16,31,S,32090.7442,13.0429,1,11725.392,0.2292,1,-9082.9421,0.2531,1,-30368.0,200.0,0,-1898.5401,0.2302,1,-31788.3971,23.8771,1
-3,14,17,31,Cl,37199.0,189.0,0,4659.6455,3.4652,1,-8800.436,9.638,1,-41295.0,300.0,0,5877.3324,3.4471,1,-37177.0,179.0,0
-5,13,18,31,Ar,42786.0,482.0,0,158.0,200.0,0,-8590.0,447.0,0,999999.0,999999.0,1,18096.0,200.0,0,999999.0,999999.0,1
-7,12,19,31,K,999999.0,999999.0,1,-5660.0,354.0,0,999999.0,999999.0,1,999999.0,999999.0,1,22297.0,301.0,0,999999.0,999999.0,1
12,22,10,32,Ne,2424.0,563.0,0,999999.0,999999.0,1,-17506.0,861.0,0,37828.0,503.0,0,999999.0,999999.0,1,16682.0,503.0,0
10,21,11,32,Na,5977.1543,37.5584,1,44898.0,502.0,0,-17188.5604,125.9833,1,29739.52,37.9438,1,-45492.0,536.0,0,13690.9853,37.3863,1
8,20,12,32,Mg,8090.1643,3.508,1,38686.9628,253.2715,1,-14553.5547,126.1098,1,23248.7884,3.2738,1,-39299.4657,266.2153,1,6050.4899,3.9531,1
6,19,13,32,Al,11377.888,7.4291,1,34151.9803,8.5901,1,-12535.969,12.5074,1,13205.5079,7.1726,1,-30634.3709,15.7058,1,3778.3509,7.1726,1
4,18,14,32,Si,15787.3629,0.2989,1,29774.2588,1.3287,1,-11482.6595,0.3961,1,1937.848,0.2981,1,-28244.5084,3.0883,1,-7708.4628,0.2981,1
2,17,15,32,P,20246.6566,0.0765,1,23018.702,1.936,1,-9879.0727,0.063,1,-10970.1705,0.5631,1,-16643.1387,2.2359,1,-13333.6629,0.2327,1
0,16,16,32,S,28098.9188,0.2062,1,16160.5168,0.0217,1,-6947.6559,0.0014,1,-23815.1848,1.7698,1,-10355.4708,0.0434,1,-27052.3027,3.4465,1
-2,15,17,32,Cl,34151.8896,23.8827,1,7711.7921,0.5655,1,-8611.7653,1.256,1,-35324.0,400.0,0,3816.8675,0.5617,1,-32731.0,200.0,0
-4,14,18,32,Ar,40414.0,179.0,0,2719.04,1.7818,1,-8698.4711,160.0098,1,999999.0,999999.0,1,9553.2081,1.7846,1,-44532.0,300.0,0
-6,13,19,32,K,999999.0,999999.0,1,-2737.0,400.0,0,-8705.0,640.0,0,999999.0,999999.0,1,21735.0,400.0,0,999999.0,999999.0,1
13,23,10,33,Ne,1194.0,656.0,0,999999.0,999999.0,1,999999.0,999999.0,1,41168.0,600.0,0,999999.0,999999.0,1,19419.0,601.0,0
11,22,11,33,Na,4608.5546,450.1286,1,47641.0,699.0,0,-18794.9932,691.6838,1,32277.495,449.9659,1,999999.0,999999.0,1,16537.6956,449.9235,1
9,21,12,33,Mg,8057.6114,4.0673,1,40796.6632,266.2086,1,-15861.846,149.5285,1,25477.2009,2.7535,1,-39325.0,503.0,0,7990.9232,7.651,1
7,20,13,33,Al,9689.3095,7.3352,1,35321.3556,15.6216,1,-13602.2918,10.1308,1,17839.9683,7.0707,1,-34426.5047,37.9091,1,7508.989,6.9926,1
5,19,14,33,Si,13707.9268,0.7,1,31970.1183,3.1523,1,-12326.8839,0.7789,1,6071.5302,0.6986,1,-26974.3984,3.3342,1,-4280.7698,0.6998,1
3,18,15,33,P,18039.4421,1.09,1,25964.5838,2.4871,1,-10554.504,1.1432,1,-5334.0103,1.1579,1,-22526.9531,7.2549,1,-8393.1313,1.09,1
1,17,16,33,S,23685.963,0.2292,1,18214.7631,0.0434,1,-7115.6926,0.0014,1,-17201.5634,0.4006,1,-9797.1402,0.2981,1,-21322.4705,0.5617,1
-1,16,17,33,Cl,30111.4237,3.4686,1,11140.7378,0.3908,1,-6475.4069,0.5306,1,-28544.0,200.0,0,-3987.4348,0.3928,1,-26874.3058,1.8125,1
-3,15,18,33,Ar,36852.0,200.0,0,4919.7055,0.4615,1,-8714.7873,13.0471,1,-40414.0,400.0,0,9342.2712,0.4006,1,-39445.0,400.0,0
-5,14,19,33,K,42863.0,361.0,0,3.0,200.0,0,-8907.0,275.0,0,999999.0,999999.0,1,13586.0,200.0,0,999999.0,999999.0,1
-7,13,20,33,Ca,999999.0,999999.0,1,-5127.0,447.0,0,-9364.0,593.0,0,999999.0,999999.0,1,25941.0,400.0,0,999999.0,999999.0,1
14,24,10,34,Ne,300.0,100.0,0,999999.0,999999.0,1,999999.0,999999.0,1,44518.0,513.0,0,999999.0,999999.0,1,20990.0,682.0,0
12,23,11,34,Na,3102.6733,600.5734,1,999999.0,999999.0,1,-19705.0,781.0,0,34677.7331,599.4201,1,999999.0,999999.0,1,18645.9235,599.4224,1
10,22,12,34,Mg,6990.4113,7.6252,1,43254.0,503.0,0,-17381.7116,253.3443,1,28315.0081,6.9394,1,-45096.0,600.0,0,8749.3881,9.8143,1
8,21,13,34,Al,8040.8864,7.4749,1,36215.7124,37.3192,1,-13897.2044,5.1744,1,21551.0828,2.2553,1,-34066.7027,449.9166,1,9445.3913,2.2176,1
6,20,14,34,Si,12056.631,0.8548,1,33740.7254,3.3572,1,-13535.2274,1.5226,1,9940.0054,0.8023,1,-32243.528,2.7812,1,-1725.6517,1.3527,1
4,19,15,34,P,16386.4614,0.8114,1,28027.2753,7.2181,1,-11109.5009,2.0983,1,-108.6158,0.8119,1,-23340.2905,7.0331,1,-6034.1613,0.8104,1
2,18,16,34,S,20058.7884,0.0446,1,20431.9424,0.3014,1,-7923.6429,0.0496,1,-11553.3967,0.07,1,-16706.3325,0.7,1,-16999.6674,0.3933,1
0,17,17,34,Cl,27248.016,0.5638,1,14713.1516,0.063,1,-6664.1457,0.0814,1,-23220.0,196.0,0,-5391.7064,1.0911,1,-23127.109,0.4035,1
-2,16,18,34,Ar,32320.5766,1.7715,1,6940.6977,0.0777,1,-6743.9542,0.2203,1,-33268.0,300.0,0,918.5945,0.0777,1,-33990.0,200.0,0
-4,15,19,34,K,39353.0,445.0,0,2463.0,196.0,0,-8320.0,197.0,0,999999.0,999999.0,1,12494.0,196.0,0,-40322.0,445.0,0
-6,14,20,34,Ca,999999.0,999999.0,1,-2512.0,300.0,0,-9606.0,349.0,0,999999.0,999999.0,1,16985.0,300.0,0,999999.0,999999.0,1
13,24,11,35,Na,2091.0,807.0,0,999999.0,999999.0,1,-21436.0,857.0,0,38055.0,670.0,0,999999.0,999999.0,1,21437.0,670.0,0
11,23,12,35,Mg,5465.723,269.6807,1,45069.0,658.0,0,-17966.7238,378.9202,1,30031.2661,272.0411,1,-44491.0,579.0,0,10566.0866,269.6758,1
9,22,13,35,Al,7868.9837,10.1469,1,38581.7847,449.9718,1,-14894.677,15.7918,1,24634.0795,7.5918,1,-39192.8151,599.4616,1,11696.6363,7.4023,1
7,21,14,35,Si,10019.7882,35.8642,1,33932.2951,35.9561,1,-13694.2441,35.9889,1,14454.7297,35.8574,1,-30003.7753,36.5139,1,2085.9034,35.8665,1
5,20,15,35,P,14663.0949,2.1614,1,30938.3692,7.2312,1,-12332.0163,2.9123,1,4155.7224,1.8666,1,-29149.1615,2.813,1,-2997.4378,1.8669,1
3,19,16,35,S,18402.9877,0.0405,1,22909.8239,0.6998,1,-8322.0883,0.0593,1,-5798.9211,0.6799,1,-16143.4969,0.8021,1,-12477.4421,0.0494,1
1,18,17,35,Cl,24152.8276,0.3924,1,17254.1233,1.0906,1,-6997.903,0.0355,1,-17840.6383,0.5136,1,-11753.8011,0.8112,1,-18706.5569,0.0785,1
-1,17,18,35,Ar,29805.63,0.7895,1,11039.3725,0.6803,1,-6429.6731,0.7179,1,-28238.0,200.0,0,-404.5703,0.6807,1,-29898.0,196.0,0
-3,16,19,35,K,34856.0,200.0,0,4747.4953,0.6444,1,-6563.2566,3.4844,1,-38273.0,400.0,0,5978.2215,0.5146,1,-34134.0,300.0,0
-5,15,20,35,Ca,41982.0,447.0,0,3.0,200.0,0,-8560.0,283.0,0,999999.0,999999.0,1,16280.0,200.0,0,999999.0,999999.0,1
-7,14,21,35,Sc,999999.0,999999.0,1,-4982.0,447.0,0,-9585.0,500.0,0,999999.0,999999.0,1,21031.0,445.0,0,999999.0,999999.0,1
14,25,11,36,Na,1920.0,335.0,0,999999.0,999999.0,1,999999.0,999999.0,1,39952.0,703.0,0,999999.0,999999.0,1,22192.0,738.0,0
12,24,12,36,Mg,4085.8008,690.2715,1,47039.0,860.0,0,-19044.0,854.0,0,32816.2848,693.9612,1,999999.0,999999.0,1,12532.5711,690.2764,1
10,23,13,36,Al,7194.6331,149.5196,1,40307.6722,617.7797,1,-15114.6831,154.0778,1,26201.429,150.0788,1,-39170.0,687.0,0,12270.5464,153.7447,1
8,22,14,36,Si,8587.0774,71.8019,1,35337.3915,72.1276,1,-14032.1404,71.8714,1,18228.0156,71.7977,1,-35364.8823,279.0617,1,4350.3658,71.8217,1
6,21,15,36,P,11844.9793,13.1387,1,31831.3681,13.2815,1,-11576.5922,14.947,1,9270.9633,13.1137,1,-27316.2861,15.0373,1,523.8471,13.1137,1
4,20,16,36,S,16875.0876,0.1921,1,25250.399,0.8229,1,-9011.3676,0.3524,1,-432.5986,0.19,1,-23561.6319,35.8569,1,-9721.9273,0.1893,1
2,19,17,36,Cl,21224.5584,0.0508,1,19551.2486,0.8112,1,-7642.0475,0.0537,1,-12104.8264,0.3271,1,-11953.1699,1.8666,1,-14546.0374,0.6794,1
0,18,18,36,Ar,27995.8856,0.0822,1,14877.7949,0.0522,1,-6640.921,0.027,1,-23780.3761,40.0,1,-8674.3035,0.0486,1,-27129.9671,0.513,1
-2,17,19,36,K,32340.0,196.0,0,7555.0379,0.3288,1,-6507.3916,0.6061,1,-33567.0,300.0,0,4307.379,0.3271,1,-30679.0,200.0,0
-4,16,20,36,Ca,37484.0,303.0,0,2650.8155,40.0001,1,-6675.7297,40.0391,1,999999.0,999999.0,1,9307.1515,40.0058,1,-41622.0,402.0,0
-6,15,21,36,Sc,999999.0,999999.0,1,-2793.0,358.0,0,-8264.0,500.0,0,999999.0,999999.0,1,20034.0,300.0,0,999999.0,999999.0,1
15,26,11,37,Na,840.0,150.0,0,999999.0,999999.0,1,999999.0,999999.0,1,43325.0,710.0,0,999999.0,999999.0,1,24683.0,974.0,0
13,25,12,37,Mg,3570.9445,749.1648,1,999999.0,999999.0,1,-20344.0,921.0,0,34782.9897,708.1524,1,999999.0,999999.0,1,14189.7752,714.758,1
11,24,13,37,Al,6109.3421,180.3943,1,42600.0,694.0,0,-16395.4644,484.6735,1,28805.5767,184.1955,1,-43382.0,710.0,0,14174.3716,194.0176,1
9,23,14,37,Si,8322.6681,119.3244,1,36789.2402,292.6997,1,-13959.3009,113.8405,1,20324.9138,113.8095,1,-34240.6426,699.5569,1,5608.2145,114.5623,1
7,22,15,37,P,10280.8393,37.9927,1,33350.2248,38.6547,1,-12923.5461,38.5855,1,12765.5393,37.9478,1,-32235.3677,154.2457,1,3596.8105,37.9473,1
5,21,16,37,S,14192.8522,0.2006,1,27082.8879,35.8569,1,-8807.0137,0.7262,1,4051.2529,0.2804,1,-21749.2717,71.7977,1,-5445.7359,0.1995,1
3,20,17,37,Cl,18890.6562,0.0639,1,21481.6846,1.8663,1,-7849.1172,1.0912,1,-6961.3504,0.1073,1,-18799.4781,13.1137,1,-9601.3275,0.0584,1
1,19,18,37,Ar,24043.0262,0.7111,1,16679.4111,0.2108,1,-6786.7364,0.2066,1,-17811.6089,0.6671,1,-7572.509,0.2732,1,-21601.8153,0.3852,1
-1,18,19,37,K,29769.9441,0.5209,1,10364.6118,0.1004,1,-6221.777,0.4019,1,-28580.0,300.0,0,-2567.1643,0.1006,1,-26420.3532,40.0001,1
-3,17,20,37,Ca,34469.0,200.0,0,4666.7233,0.9301,1,-6176.6909,0.7502,1,-38306.0,400.0,0,9806.5013,0.6349,1,-37358.0,300.0,0
-5,16,21,37,Sc,39463.0,500.0,0,-375.0,300.0,0,-6185.0,361.0,0,999999.0,999999.0,1,13908.0,300.0,0,999999.0,999999.0,1
-7,15,22,37,Ti,999999.0,999999.0,1,-5402.0,447.0,0,-8285.0,565.0,0,999999.0,999999.0,1,24332.0,402.0,0,999999.0,999999.0,1
16,27,11,38,Na,140.0,292.0,0,999999.0,999999.0,1,999999.0,999999.0,1,45436.0,731.0,0,999999.0,999999.0,1,25623.0,1000.0,0
14,26,12,38,Mg,2449.0,854.0,0,999999.0,999999.0,1,-21192.0,718.0,0,38244.0,514.0,0,999999.0,999999.0,1,16193.0,534.0,0
12,25,13,38,Al,5623.0,212.0,0,44011.0,703.0,0,-17635.0,618.0,0,31091.0,167.0,0,-43953.0,703.0,0,14970.0,188.0,0
10,24,14,38,Si,7876.8099,127.0294,1,39128.4007,698.1468,1,-14918.5391,105.0195,1,22690.9168,105.0382,1,-39670.7477,706.7594,1,6754.3952,111.4524,1
8,23,15,38,P,10513.1562,73.7557,1,35149.8912,166.1915,1,-14048.8619,72.611,1,15176.5512,72.5806,1,-31720.1002,194.3087,1,4203.5431,72.5808,1
6,22,16,38,S,12339.7111,7.1743,1,29003.0327,72.1548,1,-9294.4477,7.2166,1,7853.6109,7.1747,1,-27578.6749,114.0351,1,-3170.9823,7.1719,1
4,21,17,38,Cl,16418.744,0.105,1,24125.0133,13.1139,1,-7674.3302,0.8163,1,-997.3562,0.2185,1,-18091.0746,37.9479,1,-6921.7552,0.2166,1
2,20,18,38,Ar,20625.9206,0.1968,1,18628.628,0.2709,1,-7208.0532,0.2,1,-12656.3234,0.0636,1,-15107.3719,0.2781,1,-17985.9435,0.2164,1
0,19,19,38,K,27526.2142,0.3793,1,13856.6938,0.1985,1,-6785.5898,0.2013,1,-24551.0,200.0,0,-4328.179,0.202,1,-23736.0078,0.6637,1
-2,18,20,38,Ca,31749.9733,40.0005,1,6404.9032,0.1962,1,-6105.1265,0.2093,1,-33428.0,300.0,0,1600.2044,0.2837,1,-33910.0,300.0,0
-4,17,21,38,Sc,36542.0,361.0,0,1410.0,200.0,0,-5454.0,280.0,0,999999.0,999999.0,1,13262.0,200.0,0,-37491.0,447.0,0
-6,16,22,38,Ti,999999.0,999999.0,1,-3243.0,303.0,0,-5945.0,424.0,0,999999.0,999999.0,1,17217.0,300.0,0,999999.0,999999.0,1
17,28,11,39,Na,-700.0,283.0,0,999999.0,999999.0,1,999999.0,999999.0,1,48487.0,801.0,0,999999.0,999999.0,1,27831.0,897.0,0
15,27,12,39,Mg,1579.0,867.0,0,999999.0,999999.0,1,999999.0,999999.0,1,40455.0,530.0,0,999999.0,999999.0,1,18234.0,534.0,0
13,26,13,39,Al,4463.0,350.0,0,46222.0,750.0,0,-18767.0,734.0,0,34264.0,320.0,0,-47705.0,776.0,0,17589.0,318.0,0
11,25,14,39,Si,7250.7722,176.9791,1,40469.0679,711.9665,1,-15744.35,301.8106,1,25483.0235,144.4612,1,-39043.0,521.0,0,8870.5985,153.7432,1
9,24,15,39,P,9921.2594,118.8649,1,37162.1421,212.5483,1,-14975.8218,112.8848,1,17025.5823,112.658,1,-36533.0,188.0,0,6015.2622,112.8728,1
7,23,16,39,S,12408.8819,50.0004,1,31169.1017,124.3083,1,-11196.1074,61.5284,1,10079.5237,50.2494,1,-26281.3436,116.1103,1,-1435.8738,50.0001,1
5,22,17,39,Cl,14181.3024,1.7313,1,25382.1477,37.9873,1,-7367.3246,2.5457,1,4006.9774,1.7321,1,-22467.6243,72.6012,1,-3156.7093,1.743,1
3,21,18,39,Ar,18437.1527,5.0043,1,20923.7116,5.0039,1,-6820.9014,5.0002,1,-5959.4888,5.0354,1,-13669.9505,8.7429,1,-12512.7537,5.0038,1
1,20,19,39,K,25149.6302,0.0941,1,16623.5858,0.052,1,-7218.5796,0.0358,1,-19634.4692,24.0,1,-11298.0505,0.0981,1,-19820.0101,0.1944,1
-1,19,20,39,Ca,30289.2728,0.8705,1,10912.9699,0.631,1,-6660.3337,0.9046,1,-29783.0,200.0,0,143.1491,0.6272,1,-31105.0,200.0,0
-3,18,21,39,Sc,34095.0,301.0,0,3950.467,24.0002,1,-5424.7488,24.0055,1,-36743.0,400.0,0,7339.0624,24.0008,1,-33614.0,301.0,0
-5,17,22,39,Ti,38812.0,447.0,0,-1058.0,200.0,0,-5115.0,283.0,0,999999.0,999999.0,1,17270.0,200.0,0,999999.0,999999.0,1
-7,16,23,39,V,999999.0,999999.0,1,-4212.0,500.0,0,-6955.0,565.0,0,999999.0,999999.0,1,19531.0,447.0,0,999999.0,999999.0,1
16,28,12,40,Mg,667.0,709.0,0,999999.0,999999.0,1,999999.0,999999.0,1,43883.0,515.0,0,999999.0,999999.0,1,19989.0,583.0,0
14,27,13,40,Al,3792.0,335.0,0,47663.0,776.0,0,-19507.0,750.0,0,36960.0,311.0,0,-48445.0,801.0,0,18429.0,329.0,0
12,26,14,40,Si,6305.461,160.8206,1,42985.0,518.0,0,-17138.1994,700.9344,1,28504.7256,122.0555,1,-44397.0,527.0,0,10370.1935,166.0437,1
10,25,15,40,P,9660.2607,110.7161,1,39187.0,172.0,0,-16514.4895,171.2945,1,19418.6291,89.545,1,-36918.0,311.0,0,6952.1643,97.4172,1
8,24,16,40,S,12119.2699,8.2033,1,33245.4927,104.8687,1,-12826.6402,71.9078,1,12202.0503,3.982,1,-32447.1725,135.5909,1,-1108.9498,4.3425,1
6,23,17,40,Cl,13902.3386,32.0657,1,27514.1958,79.3481,1,-9731.6896,34.6434,1,5977.6784,32.0656,1,-22072.1539,117.1197,1,-2386.9411,32.453,1
4,22,18,40,Ar,16467.7093,0.195,1,22756.6262,7.172,1,-6800.675,0.1881,1,-193.4981,0.0206,1,-19166.1994,50.0,1,-9304.0227,0.004,1
2,21,19,40,K,20877.3733,0.2031,1,18315.3231,0.1129,1,-6438.4047,0.0665,1,-13012.1442,2.8288,1,-11024.2499,1.733,1,-14324.1083,0.5988,1
0,20,20,40,Ca,28930.5347,0.1955,1,14709.5173,0.1961,1,-7039.7755,0.0339,1,-25852.9632,68.2437,1,-8893.1776,5.0,1,-28744.9938,24.0,1
-2,19,21,40,Sc,32417.0,200.0,0,6300.5351,2.835,1,-5531.0869,2.8468,1,-32993.0,300.0,0,5994.8717,2.8282,1,-31095.0,200.0,0
