N-Z,N,Z,A,EL,O,Mass_excess_keV,D_Mass_excess_keV,is_from_experiment,Binding_enrgy_perA_keV,D_Binding_enrgy_perA_keV,is_from_experiment,Decay_mode,Qbeta_keV,D_Qbeta_keV,is_from_experiment,A,Atomic_mass_microu,D_Atomic_mass_microu,is_from_experiment
56,141,85,226,At,x,34660.0,300.0,0,7624.0,1.0,0,B-,5913.0,300.0,0,226,37209.0,322.0,0
54,140,86,226,Rn,na,28747.194,10.477,1,7646.4108,0.0464,1,B-,1226.6542,12.1895,1,226,30861.38,11.247,1
52,139,87,226,Fr,na,27520.539,6.23,1,7648.3768,0.0276,1,B-,3852.9638,6.5215,1,226,29544.512,6.688,1
50,138,88,226,Ra,na,23667.576,1.927,1,7661.9636,0.0085,1,B-,-641.6252,3.273,1,226,25408.186,2.068,1
48,137,89,226,Ac,na,24309.201,3.1,1,7655.6628,0.0137,1,B-,1111.5517,4.5626,1,226,26096.999,3.327,1
46,136,90,226,Th,na,23197.649,4.481,1,7657.1195,0.0198,1,B-,-2835.9504,11.9702,1,226,24903.699,4.81,1
44,135,91,226,Pa,-a,26033.6,11.213,1,7641.1093,0.0496,1,B-,-1295.1978,15.6747,1,226,27948.217,12.037,1
42,134,92,226,U,-a,27328.797,11.071,1,7631.9166,0.049,1,B-,-5488.0792,102.6485,1,226,29338.669,11.884,1
40,133,93,226,Np,-a,32816.877,102.063,1,7604.1714,0.4516,1,B-,-2813.0,225.0,0,226,35230.364,109.568,1
38,132,94,226,Pu,x,35630.0,200.0,0,7588.0,1.0,0,B-,-7340.0,361.0,0,226,38250.0,215.0,0
36,131,95,226,Am,x,42970.0,300.0,0,7552.0,1.0,0,B-,999999.0,999999.0,1,226,46130.0,322.0,0
59,143,84,227,Po,x,42281.0,401.0,0,7596.0,2.0,0,B-,4850.0,500.0,0,227,45390.0,430.0,0
57,142,85,227,At,x,37430.0,300.0,0,7613.0,1.0,0,B-,4544.0,300.0,0,227,40183.0,322.0,0
55,141,86,227,Rn,na,32885.835,14.091,1,7630.0508,0.0621,1,B-,3203.3894,15.2755,1,227,35304.393,15.127,1
53,140,87,227,Fr,na,29682.445,5.898,1,7640.7162,0.026,1,B-,2504.9813,6.2112,1,227,31865.413,6.332,1
51,139,88,227,Ra,-n,27177.464,1.946,1,7648.3048,0.0086,1,B-,1327.9489,2.2622,1,227,29176.205,2.089,1
49,138,89,227,Ac,na,25849.515,1.926,1,7650.7084,0.0085,1,B-,44.7559,0.8297,1,227,27750.594,2.068,1
47,137,90,227,Th,na,25804.759,2.088,1,7647.4591,0.0092,1,B-,-1025.6117,7.2815,1,227,27702.546,2.241,1
45,136,91,227,Pa,-a,26830.371,7.263,1,7639.4945,0.032,1,B-,-2214.6629,11.1118,1,227,28803.586,7.797,1
43,135,92,227,U,-a,29045.034,8.51,1,7626.2918,0.0375,1,B-,-3533.9848,77.4417,1,227,31181.124,9.136,1
41,134,93,227,Np,-a,32579.018,76.989,1,7607.2771,0.3392,1,B-,-4191.0,126.0,0,227,34975.012,82.651,1
39,133,94,227,Pu,x,36770.0,100.0,0,7585.0,0.0,0,B-,-5410.0,224.0,0,227,39474.0,107.0,0
37,132,95,227,Am,x,42180.0,200.0,0,7558.0,1.0,0,B-,999999.0,999999.0,1,227,45282.0,215.0,0
58,143,85,228,At,x,41880.0,400.0,0,7596.0,2.0,0,B-,6637.0,400.0,0,228,44960.0,429.0,0
56,142,86,228,Rn,na,35243.466,17.677,1,7621.6457,0.0775,1,B-,1859.2451,18.9157,1,228,37835.415,18.977,1
54,141,87,228,Fr,na,33384.221,6.732,1,7626.3689,0.0295,1,B-,4444.027,7.021,1,228,35839.433,7.226,1
52,140,88,228,Ra,+a,28940.194,1.995,1,7642.4289,0.0088,1,B-,45.5402,0.6344,1,228,31068.574,2.141,1
50,139,89,228,Ac,-,28894.654,2.093,1,7639.1973,0.0092,1,B-,2123.7545,2.6446,1,228,31019.685,2.247,1
48,138,90,228,Th,na,26770.899,1.806,1,7645.0807,0.0079,1,B-,-2152.6993,4.3399,1,228,28739.741,1.938,1
46,137,91,228,Pa,-a,28923.599,4.34,1,7632.2076,0.019,1,B-,-296.402,14.0858,1,228,31050.758,4.659,1
44,136,92,228,U,-a,29220.001,13.474,1,7627.4763,0.0591,1,B-,-4605.0,101.0,0,228,31368.959,14.465,1
42,135,93,228,Np,-a,33825.0,100.0,0,7604.0,0.0,0,B-,-2283.0,103.0,0,228,36313.0,108.0,0
40,134,94,228,Pu,-a,36107.809,23.352,1,7590.4039,0.1024,1,B-,-6742.0,202.0,0,228,38763.325,25.069,1
38,133,95,228,Am,x,42850.0,200.0,0,7557.0,1.0,0,B-,999999.0,999999.0,1,228,46001.0,215.0,0
59,144,85,229,At,x,44890.0,400.0,0,7585.0,2.0,0,B-,5527.0,400.0,0,229,48191.0,429.0,0
57,143,86,229,Rn,x,39362.4,13.041,1,7605.6227,0.0569,1,B-,3694.1465,13.967,1,229,42257.272,14.0,1
55,142,87,229,Fr,na,35668.253,5.001,1,7618.338,0.0218,1,B-,3106.2907,16.2305,1,229,38291.443,5.368,1
53,141,88,229,Ra,x,32561.963,15.441,1,7628.4862,0.0674,1,B-,1872.0266,19.6229,1,229,34956.703,16.576,1
51,140,89,229,Ac,x,30689.936,12.109,1,7633.2446,0.0529,1,B-,1104.4191,12.3458,1,229,32947.0,13.0,1
49,139,90,229,Th,na,29585.517,2.404,1,7634.651,0.0105,1,B-,-311.331,3.7152,1,229,31761.357,2.581,1
47,138,91,229,Pa,na,29896.848,3.28,1,7629.8752,0.0143,1,B-,-1313.7716,6.6554,1,229,32095.585,3.521,1
45,137,92,229,U,-a,31210.62,5.938,1,7620.7218,0.0259,1,B-,-2590.7577,101.3342,1,229,33505.976,6.374,1
43,136,93,229,Np,-a,33801.378,101.177,1,7605.9921,0.4418,1,B-,-3593.5462,117.9433,1,229,36287.269,108.618,1
41,135,94,229,Pu,-a,37394.924,60.633,1,7586.8834,0.2648,1,B-,-4785.4899,122.4147,1,229,40145.099,65.092,1
39,134,95,229,Am,-a,42180.414,106.348,1,7562.5697,0.4644,1,B-,999999.0,999999.0,1,229,45282.534,114.169,1
58,144,86,230,Rn,x,42170.0,200.0,0,7595.0,1.0,0,B-,2683.0,200.0,0,230,45271.0,215.0,0
56,143,87,230,Fr,na,39486.769,6.541,1,7603.7052,0.0284,1,B-,4970.4627,12.1984,1,230,42390.787,7.022,1
54,142,88,230,Ra,x,34516.306,10.296,1,7621.9144,0.0448,1,B-,677.9196,18.8884,1,230,37054.776,11.053,1
52,141,89,230,Ac,x,33838.386,15.835,1,7621.4604,0.0689,1,B-,2975.8745,15.8815,1,230,36327.0,17.0,1
50,140,90,230,Th,na,30862.512,1.209,1,7630.9974,0.0053,1,B-,-1311.0313,2.8334,1,230,33132.267,1.297,1
48,139,91,230,Pa,na,32173.543,3.038,1,7621.8958,0.0132,1,B-,558.5262,4.5919,1,230,34539.717,3.261,1
46,138,92,230,U,-a,31615.017,4.509,1,7620.9227,0.0196,1,B-,-3621.5986,55.1683,1,230,33940.114,4.841,1
44,137,93,230,Np,-a,35236.615,55.007,1,7601.7751,0.2392,1,B-,-1695.5543,56.8505,1,230,37828.06,59.051,1
42,136,94,230,Pu,-a,36932.17,14.451,1,7591.0016,0.0628,1,B-,-5940.0,144.0,0,230,39648.313,15.514,1
40,135,95,230,Am,-a,42872.0,143.0,0,7562.0,1.0,0,B-,999999.0,999999.0,1,230,46025.0,153.0,0
59,145,86,231,Rn,x,46550.0,300.0,0,7579.0,1.0,0,B-,4469.0,300.0,0,231,49973.0,322.0,0
57,144,87,231,Fr,x,42080.575,7.731,1,7594.5009,0.0335,1,B-,3864.0868,13.7495,1,231,45175.353,8.3,1
55,143,88,231,Ra,na,38216.488,11.37,1,7607.8418,0.0492,1,B-,2453.6351,17.3014,1,231,41027.085,12.206,1
53,142,89,231,Ac,x,35762.853,13.041,1,7615.0768,0.0565,1,B-,1947.0425,13.0976,1,231,38393.0,14.0,1
51,141,90,231,Th,na,33815.811,1.217,1,7620.1188,0.0053,1,B-,391.4727,1.4598,1,231,36302.764,1.306,1
49,140,91,231,Pa,na,33424.338,1.771,1,7618.4267,0.0077,1,B-,-381.6138,2.0325,1,231,35882.5,1.901,1
47,139,92,231,U,-a,33805.952,2.67,1,7613.3879,0.0116,1,B-,-1817.7347,51.1839,1,231,36292.18,2.866,1
45,138,93,231,Np,-a,35623.686,51.154,1,7602.1321,0.2214,1,B-,-2684.8905,55.6931,1,231,38243.598,54.916,1
43,137,94,231,Pu,-a,38308.577,22.061,1,7587.1224,0.0955,1,B-,-4101.0,301.0,0,231,41125.946,23.683,1
41,136,95,231,Am,x,42410.0,300.0,0,7566.0,1.0,0,B-,-4860.0,424.0,0,231,45529.0,322.0,0
39,135,96,231,Cm,x,47270.0,300.0,0,7542.0,1.0,0,B-,999999.0,999999.0,1,231,50746.0,322.0,0
58,145,87,232,Fr,x,46072.834,13.972,1,7579.3481,0.0602,1,B-,5575.8791,16.7023,1,232,49461.219,15.0,1
56,144,88,232,Ra,na,40496.955,9.151,1,7600.0099,0.0394,1,B-,1342.5322,15.9313,1,232,43475.267,9.823,1
54,143,89,232,Ac,x,39154.423,13.041,1,7602.4245,0.0562,1,B-,3707.7131,13.1181,1,232,42034.0,14.0,1
52,142,90,232,Th,na,35446.71,1.421,1,7615.0338,0.0061,1,B-,-499.8388,7.7338,1,232,38053.606,1.525,1
50,141,91,232,Pa,+,35946.549,7.645,1,7609.5072,0.033,1,B-,1337.1034,7.4278,1,232,38590.205,8.206,1
48,140,92,232,U,na,34609.445,1.808,1,7611.8984,0.0078,1,B-,-2750.0,100.0,0,232,37154.765,1.941,1
46,139,93,232,Np,-,37359.0,100.0,0,7597.0,0.0,0,B-,-1001.0,101.0,0,232,40107.0,107.0,0
44,138,94,232,Pu,-a,38360.915,16.885,1,7588.9839,0.0728,1,B-,-5059.0,300.0,0,232,41182.133,18.126,1
42,137,95,232,Am,x,43420.0,300.0,0,7564.0,1.0,0,B-,-2913.0,361.0,0,232,46613.0,322.0,0
40,136,96,232,Cm,-a,46333.0,201.0,0,7548.0,1.0,0,B-,999999.0,999999.0,1,232,49740.0,216.0,0
59,146,87,233,Fr,x,48920.052,19.561,1,7569.2398,0.084,1,B-,4585.9906,21.3694,1,233,52517.833,21.0,1
57,145,88,233,Ra,na,44334.062,8.603,1,7585.5644,0.0369,1,B-,3026.0244,15.6228,1,233,47594.57,9.235,1
55,144,89,233,Ac,x,41308.037,13.041,1,7595.1939,0.056,1,B-,2576.395,13.1184,1,233,44346.0,14.0,1
53,143,90,233,Th,na,38731.642,1.424,1,7602.8937,0.0061,1,B-,1242.232,1.1224,1,233,41580.126,1.528,1
51,142,91,233,Pa,na,37489.41,1.336,1,7604.8675,0.0057,1,B-,570.2993,1.975,1,233,40246.535,1.433,1
49,141,92,233,U,na,36919.111,2.254,1,7603.9574,0.0097,1,B-,-1029.4197,51.005,1,233,39634.294,2.42,1
47,140,93,233,Np,-a,37948.531,50.981,1,7596.1816,0.2188,1,B-,-2103.3047,74.3811,1,233,40739.421,54.729,1
45,139,94,233,Pu,-a,40051.836,54.178,1,7583.7968,0.2325,1,B-,-3233.0,126.0,0,233,42997.411,58.162,1
43,138,95,233,Am,-a,43285.0,114.0,0,7567.0,0.0,0,B-,-4008.0,140.0,0,233,46468.0,123.0,0
41,137,96,233,Cm,-a,47293.34,81.095,1,7546.002,0.348,1,B-,-5478.0,247.0,0,233,50771.485,87.059,1
39,136,97,233,Bk,-a,52771.0,233.0,0,7519.0,1.0,0,B-,999999.0,999999.0,1,233,56652.0,250.0,0
58,146,88,234,Ra,x,46930.629,8.383,1,7576.5439,0.0358,1,B-,2089.4348,16.2945,1,234,50382.1,9.0,1
56,145,89,234,Ac,x,44841.195,13.972,1,7582.1297,0.0597,1,B-,4228.2364,14.2103,1,234,48139.0,15.0,1
54,144,90,234,Th,+a,40612.958,2.589,1,7596.8557,0.0111,1,B-,274.0882,3.1716,1,234,43599.801,2.779,1
52,143,91,234,Pa,IT,40338.87,4.094,1,7594.6837,0.0175,1,B-,2193.9105,3.9998,1,234,43305.555,4.395,1
50,142,92,234,U,na,38144.959,1.129,1,7600.716,0.0048,1,B-,-1809.8462,8.3205,1,234,40950.296,1.212,1
48,141,93,234,Np,-,39954.806,8.397,1,7589.6382,0.0359,1,B-,-395.1807,10.7522,1,234,42893.245,9.014,1
46,140,94,234,Pu,-a,40349.986,6.798,1,7584.6061,0.0291,1,B-,-4112.0,160.0,0,234,43317.489,7.298,1
44,139,95,234,Am,-a,44462.0,160.0,0,7564.0,1.0,0,B-,-2261.0,161.0,0,234,47731.0,172.0,0
42,138,96,234,Cm,-a,46722.411,17.078,1,7550.6868,0.073,1,B-,-6673.0,154.0,0,234,50158.568,18.333,1
40,137,97,234,Bk,-a,53395.0,153.0,0,7519.0,1.0,0,B-,999999.0,999999.0,1,234,57322.0,164.0,0
59,147,88,235,Ra,x,51130.0,300.0,0,7561.0,1.0,0,B-,3773.0,300.0,0,235,54890.0,322.0,0
57,146,89,235,Ac,x,47357.16,13.972,1,7573.5051,0.0595,1,B-,3339.4064,19.1127,1,235,50840.0,15.0,1
55,145,90,235,Th,x,44017.754,13.041,1,7584.3862,0.0555,1,B-,1728.8531,19.1127,1,235,47255.0,14.0,1
53,144,91,235,Pa,x,42288.901,13.972,1,7588.4139,0.0595,1,B-,1370.1184,14.0169,1,235,45399.0,15.0,1
51,143,92,235,U,na,40918.782,1.116,1,7590.9151,0.0048,1,B-,-124.2619,0.8524,1,235,43928.117,1.198,1
49,142,93,235,Np,na,41043.044,1.388,1,7587.0571,0.0059,1,B-,-1139.3021,20.4992,1,235,44061.518,1.49,1
47,141,94,235,Pu,-a,42182.346,20.521,1,7578.8799,0.0873,1,B-,-2442.2558,56.5932,1,235,45284.609,22.03,1
45,140,95,235,Am,-a,44624.602,52.78,1,7565.1582,0.2246,1,B-,-3389.0,115.0,0,235,47906.478,56.661,1
43,139,96,235,Cm,-a,48013.0,102.0,0,7547.0,0.0,0,B-,-4757.0,413.0,0,235,51545.0,110.0,0
41,138,97,235,Bk,x,52770.0,401.0,0,7524.0,2.0,0,B-,999999.0,999999.0,1,235,56651.0,430.0,0
58,147,89,236,Ac,x,51220.998,38.191,1,7559.2423,0.1618,1,B-,4965.7951,40.6669,1,236,54988.0,41.0,1
56,146,90,236,Th,x,46255.203,13.972,1,7576.9688,0.0592,1,B-,921.2477,19.76,1,236,49657.0,15.0,1
54,145,91,236,Pa,x,45333.955,13.972,1,7577.5573,0.0592,1,B-,2889.373,14.0166,1,236,48668.0,15.0,1
52,144,92,236,U,na,42444.582,1.112,1,7586.4854,0.0047,1,B-,-933.5116,50.4152,1,236,45566.13,1.193,1
50,143,93,236,Np,IT,43378.094,50.421,1,7579.2148,0.2136,1,B-,476.5854,50.3887,1,236,46568.296,54.129,1
48,142,94,236,Pu,na,42901.508,1.81,1,7577.9192,0.0077,1,B-,-3139.0,119.0,0,236,46056.661,1.942,1
46,141,95,236,Am,-a,46041.0,119.0,0,7561.0,1.0,0,B-,-1812.0,120.0,0,236,49427.0,127.0,0
44,140,96,236,Cm,-a,47852.82,17.635,1,7550.309,0.0747,1,B-,-5689.0,361.0,0,236,51372.112,18.931,1
42,139,97,236,Bk,-a,53542.0,361.0,0,7523.0,2.0,0,B-,999999.0,999999.0,1,236,57479.0,387.0,0
59,148,89,237,Ac,x,54020.0,400.0,0,7550.0,2.0,0,B-,4065.0,400.0,0,237,57993.0,429.0,0
57,147,90,237,Th,x,49955.097,15.835,1,7563.4433,0.0668,1,B-,2427.4736,20.514,1,237,53629.0,17.0,1
55,146,91,237,Pa,x,47527.624,13.041,1,7570.3847,0.055,1,B-,2137.4905,13.0962,1,237,51023.0,14.0,1
53,145,92,237,U,na,45390.133,1.202,1,7576.1026,0.0051,1,B-,518.5338,0.52,1,237,48728.309,1.29,1
51,144,93,237,Np,na,44871.599,1.12,1,7574.9895,0.0047,1,B-,-220.063,1.2944,1,237,48171.64,1.201,1
49,143,94,237,Pu,na,45091.662,1.697,1,7570.7599,0.0072,1,B-,-1478.0,59.0,0,237,48407.888,1.821,1
47,142,95,237,Am,-a,46570.0,59.0,0,7561.0,0.0,0,B-,-2677.0,95.0,0,237,49995.0,64.0,0
45,141,96,237,Cm,-a,49247.151,74.399,1,7546.6241,0.3139,1,B-,-3963.0,242.0,0,237,52868.988,79.87,1
43,140,97,237,Bk,-a,53210.0,230.0,0,7527.0,1.0,0,B-,-4728.0,250.0,0,237,57123.0,247.0,0
41,139,98,237,Cf,-a,57938.255,97.347,1,7503.3507,0.4107,1,B-,999999.0,999999.0,1,237,62199.272,104.506,1
58,148,90,238,Th,+a,52525.0,283.0,0,7555.0,1.0,0,B-,1631.0,284.0,0,238,56388.0,304.0,0
56,147,91,238,Pa,x,50894.043,15.835,1,7558.3449,0.0665,1,B-,3586.3111,15.9056,1,238,54637.0,17.0,1
54,146,92,238,U,na,47307.732,1.492,1,7570.1262,0.0063,1,B-,-146.8652,1.2006,1,238,50786.936,1.601,1
52,145,93,238,Np,-n,47454.597,1.137,1,7566.222,0.0048,1,B-,1291.4491,0.4573,1,238,50944.603,1.22,1
50,144,94,238,Pu,na,46163.148,1.138,1,7568.3611,0.0048,1,B-,-2258.2731,58.9005,1,238,49558.175,1.221,1
48,143,95,238,Am,-a,48421.421,58.911,1,7555.5853,0.2475,1,B-,-1023.7818,60.1587,1,238,51982.531,63.243,1
46,142,96,238,Cm,-a,49445.203,12.234,1,7547.9966,0.0514,1,B-,-4771.0,256.0,0,238,53081.606,13.133,1
44,141,97,238,Bk,-a,54216.0,256.0,0,7525.0,1.0,0,B-,-3061.0,393.0,0,238,58204.0,275.0,0
42,140,98,238,Cf,x,57278.0,298.0,0,7509.0,1.0,0,B-,999999.0,999999.0,1,238,61490.0,320.0,0
59,149,90,239,Th,x,56500.0,400.0,0,7540.0,2.0,0,B-,3162.0,445.0,0,239,60655.0,429.0,0
57,148,91,239,Pa,x,53337.0,196.0,0,7550.0,1.0,0,B-,2765.0,196.0,0,239,57260.0,210.0,0
55,147,92,239,U,-n,50572.668,1.502,1,7558.5624,0.0063,1,B-,1261.6634,1.4935,1,239,54291.989,1.612,1
53,146,93,239,Np,na,49311.005,1.31,1,7560.568,0.0055,1,B-,722.7849,0.9304,1,239,52937.538,1.406,1
51,145,94,239,Pu,na,48588.22,1.112,1,7560.3187,0.0047,1,B-,-802.1402,1.6635,1,239,52161.596,1.194,1
49,144,95,239,Am,-a,49390.36,1.982,1,7553.6891,0.0083,1,B-,-1756.6021,150.074,1,239,53022.729,2.127,1
47,143,96,239,Cm,-a,51146.962,150.07,1,7543.0659,0.6279,1,B-,-3103.0,256.0,0,239,54908.519,161.107,1
45,142,97,239,Bk,-a,54250.0,207.0,0,7527.0,1.0,0,B-,-3952.0,239.0,0,239,58239.0,222.0,0
43,141,98,239,Cf,-a,58202.0,120.0,0,7507.0,1.0,0,B-,-5429.0,323.0,0,239,62482.0,129.0,0
41,140,99,239,Es,x,63630.0,300.0,0,7481.0,1.0,0,B-,999999.0,999999.0,1,239,68310.0,322.0,0
58,149,91,240,Pa,x,57010.0,200.0,0,7537.0,1.0,0,B-,4295.0,200.0,0,240,61203.0,215.0,0
56,148,92,240,U,na,52715.497,2.553,1,7551.7705,0.0106,1,B-,399.2685,17.083,1,240,56592.411,2.74,1
54,147,93,240,Np,na,52316.229,17.032,1,7550.1743,0.071,1,B-,2190.9095,17.0151,1,240,56163.778,18.284,1
52,146,94,240,Pu,na,50125.319,1.105,1,7556.0433,0.0046,1,B-,-1384.7902,13.7882,1,240,53811.74,1.186,1
50,145,95,240,Am,+n,51510.11,13.832,1,7547.0136,0.0576,1,B-,-214.1127,13.8967,1,240,55298.374,14.849,1
48,144,96,240,Cm,na,51724.222,1.905,1,7542.8617,0.0079,1,B-,-3940.0,150.0,0,240,55528.233,2.045,1
46,143,97,240,Bk,-,55664.0,150.0,0,7523.0,1.0,0,B-,-2324.0,151.0,0,240,59758.0,161.0,0
44,142,98,240,Cf,-a,57988.719,18.034,1,7510.24,0.0751,1,B-,-6237.0,366.0,0,240,62253.447,19.36,1
42,141,99,240,Es,-a,64225.0,366.0,0,7481.0,2.0,0,B-,999999.0,999999.0,1,240,68949.0,393.0,0
59,150,91,241,Pa,x,59740.0,300.0,0,7528.0,1.0,0,B-,3543.0,358.0,0,241,64134.0,322.0,0
57,149,92,241,U,x,56197.0,196.0,0,7539.0,1.0,0,B-,1882.0,220.0,0,241,60330.0,210.0,0
55,148,93,241,Np,+,54315.115,100.006,1,7544.0426,0.415,1,B-,1360.0,100.0,1,241,58309.671,107.36,1
53,147,94,241,Pu,na,52955.115,1.105,1,7546.4395,0.0046,1,B-,20.7799,0.1658,1,241,56849.651,1.186,1
51,146,95,241,Am,na,52934.335,1.113,1,7543.2795,0.0046,1,B-,-767.4346,1.1685,1,241,56827.343,1.195,1
49,145,96,241,Cm,na,53701.77,1.607,1,7536.8488,0.0067,1,B-,-2279.0,165.0,0,241,57651.218,1.725,1
47,144,97,241,Bk,+a,55981.0,165.0,0,7524.0,1.0,0,B-,-3346.0,235.0,0,241,60098.0,178.0,0
45,143,98,241,Cf,-a,59327.0,167.0,0,7507.0,1.0,0,B-,-4567.0,285.0,0,241,63690.0,180.0,0
43,142,99,241,Es,-a,63893.0,231.0,0,7485.0,1.0,0,B-,-5327.0,379.0,0,241,68592.0,248.0,0
41,141,100,241,Fm,x,69220.0,300.0,0,7459.0,1.0,0,B-,999999.0,999999.0,1,241,74311.0,322.0,0
58,150,92,242,U,+a,58620.0,201.0,0,7532.0,1.0,0,B-,1203.0,283.0,0,242,62931.0,215.0,0
56,149,93,242,Np,+,57416.876,200.004,1,7533.4042,0.8265,1,B-,2700.0,200.0,1,242,61639.548,214.712,1
54,148,94,242,Pu,na,54716.876,1.245,1,7541.3284,0.0052,1,B-,-751.1373,0.708,1,242,58740.979,1.336,1
52,147,95,242,Am,-n,55468.014,1.118,1,7534.9917,0.0046,1,B-,664.3145,0.4143,1,242,59547.358,1.199,1
50,146,96,242,Cm,na,54803.699,1.141,1,7534.504,0.0047,1,B-,-2948.0,135.0,0,242,58834.187,1.224,1
48,145,97,242,Bk,IT,57752.0,135.0,0,7519.0,1.0,0,B-,-1635.0,135.0,0,242,61999.0,144.0,0
46,144,98,242,Cf,-a,59386.982,12.892,1,7509.0991,0.0533,1,B-,-5414.0,257.0,0,242,63754.544,13.84,1
44,143,99,242,Es,-a,64801.0,257.0,0,7483.0,1.0,0,B-,-3598.0,476.0,0,242,69567.0,276.0,0
42,142,100,242,Fm,x,68400.0,401.0,0,7465.0,2.0,0,B-,999999.0,999999.0,1,242,73430.0,430.0,0
59,151,92,243,U,x,62480.0,300.0,0,7518.0,1.0,0,B-,2674.0,302.0,0,243,67075.0,322.0,0
57,150,93,243,Np,IT,59806.0,32.0,0,7526.0,0.0,0,B-,2051.0,32.0,0,243,64204.0,34.0,0
55,149,94,243,Pu,na,57754.561,2.542,1,7531.0087,0.0105,1,B-,579.5559,2.6216,1,243,62002.068,2.728,1
53,148,95,243,Am,na,57175.005,1.388,1,7530.1742,0.0057,1,B-,-6.9302,1.5692,1,243,61379.889,1.49,1
51,147,96,243,Cm,-a,57181.936,1.496,1,7526.9261,0.0062,1,B-,-1507.6936,4.5065,1,243,61387.329,1.605,1
49,146,97,243,Bk,-a,58689.629,4.524,1,7517.5021,0.0186,1,B-,-2300.0,181.0,0,243,63005.905,4.856,1
47,145,98,243,Cf,-a,60990.0,181.0,0,7505.0,1.0,0,B-,-3757.0,275.0,0,243,65475.0,194.0,0
45,144,99,243,Es,-a,64747.0,207.0,0,7486.0,1.0,0,B-,-4569.0,245.0,0,243,69508.0,222.0,0
43,143,100,243,Fm,-a,69316.0,130.0,0,7464.0,1.0,0,B-,999999.0,999999.0,1,243,74414.0,140.0,0
58,151,93,244,Np,x,63240.0,100.0,0,7514.0,0.0,0,B-,3434.0,100.0,0,244,67891.0,107.0,0
56,150,94,244,Pu,na,59806.021,2.346,1,7524.8154,0.0096,1,B-,-73.1143,2.6856,1,244,64204.401,2.518,1
54,149,95,244,Am,+,59879.135,1.491,1,7521.3095,0.0061,1,B-,1427.3,1.0,1,244,64282.892,1.6,1
52,148,96,244,Cm,-a,58451.835,1.106,1,7523.9527,0.0045,1,B-,-2261.9902,14.3567,1,244,62750.622,1.187,1
50,147,97,244,Bk,-a,60713.825,14.399,1,7511.4759,0.059,1,B-,-764.2709,14.5724,1,244,65178.969,15.457,1
48,146,98,244,Cf,na,61478.096,2.617,1,7505.1373,0.0107,1,B-,-4547.0,181.0,0,244,65999.447,2.809,1
46,145,99,244,Es,-a,66026.0,181.0,0,7483.0,1.0,0,B-,-2938.0,271.0,0,244,70881.0,195.0,0
44,144,100,244,Fm,-a,68964.0,201.0,0,7468.0,1.0,0,B-,-6634.0,425.0,0,244,74036.0,216.0,0
42,143,101,244,Md,-a,75597.0,374.0,0,7438.0,2.0,0,B-,999999.0,999999.0,1,244,81157.0,402.0,0
59,152,93,245,Np,x,65850.0,200.0,0,7506.0,1.0,0,B-,2672.0,201.0,0,245,70693.0,215.0,0
57,151,94,245,Pu,-n,63178.173,13.62,1,7513.2822,0.0556,1,B-,1277.7559,13.7334,1,245,67824.554,14.621,1
55,150,95,245,Am,+a,61900.417,1.886,1,7515.3043,0.0077,1,B-,895.8929,1.5491,1,245,66452.827,2.024,1
53,149,96,245,Cm,na,61004.524,1.149,1,7515.7677,0.0047,1,B-,-809.2519,1.4964,1,245,65491.047,1.233,1
51,148,97,245,Bk,-a,61813.776,1.792,1,7509.2714,0.0073,1,B-,-1571.3755,2.5861,1,245,66359.814,1.923,1
49,147,98,245,Cf,na,63385.151,2.428,1,7499.6644,0.0099,1,B-,-2930.0,165.0,0,245,68046.755,2.606,1
47,146,99,245,Es,IT,66315.0,165.0,0,7485.0,1.0,0,B-,-3877.0,256.0,0,245,71192.0,178.0,0
45,145,100,245,Fm,-a,70192.0,195.0,0,7465.0,1.0,0,B-,-5133.0,325.0,0,245,75354.0,210.0,0
43,144,101,245,Md,-a,75325.0,260.0,0,7441.0,1.0,0,B-,999999.0,999999.0,1,245,80864.0,279.0,0
58,152,94,246,Pu,na,65394.772,14.985,1,7506.5401,0.0609,1,B-,401.0,14.0,0,246,70204.172,16.087,1
56,151,95,246,Am,IT,64994.0,18.0,0,7505.0,0.0,0,B-,2377.0,18.0,0,246,69774.0,19.0,0
54,150,96,246,Cm,na,62616.912,1.525,1,7511.4716,0.0062,1,B-,-1350.0,60.0,1,246,67222.016,1.637,1
52,149,97,246,Bk,-,63966.912,60.019,1,7502.8035,0.244,1,B-,-123.3159,60.0198,1,246,68671.3,64.433,1
50,148,98,246,Cf,na,64090.228,1.514,1,7499.122,0.0062,1,B-,-3728.5741,89.9373,1,246,68803.685,1.625,1
48,147,99,246,Es,na,67818.802,89.925,1,7480.7849,0.3655,1,B-,-2372.3848,90.9577,1,246,72806.474,96.538,1
46,146,100,246,Fm,-a,70191.187,13.67,1,7467.9608,0.0556,1,B-,-5924.0,260.0,0,246,75353.334,14.675,1
44,145,101,246,Md,-a,76115.0,260.0,0,7441.0,1.0,0,B-,999999.0,999999.0,1,246,81713.0,279.0,0
59,153,94,247,Pu,x,69210.0,200.0,0,7493.0,1.0,0,B-,2057.0,224.0,0,247,74300.0,215.0,0
57,152,95,247,Am,+,67153.0,100.0,0,7499.0,0.0,0,B-,1620.0,100.0,0,247,72092.0,107.0,0
55,151,96,247,Cm,na,65533.105,3.797,1,7501.9318,0.0154,1,B-,43.5841,6.3245,1,247,70352.678,4.076,1
