#nucid	Z	A	liso	energy_[keV]	D_energy_[keV]	beta-_%	D_beta-	Qb	D_Qb	Qb1n	D_Qb1n	Qb2n	D_Qb2n	Qb3n	D_Qb3n	T12	D_T12	P1n	D_P1n	P2n	D_P2n	P3n	D_P3n	Neueff_1n	lowerEff	upperEff	Neueff_2n	lowerEff	upperEff	D_T12_Hi	D_P1n_Hi	D_P2n_Hi	b_br	D_b_br	D_b_br_Hi	a_br	D_a_br	D_a_br_Hi
205Ir	77	205	0	0	0	100	0	7220	583	3949	539	-2233	685.719	0	0	6.29535	6.2324	0.19	0.171	0	0	0	0	0.6615	0.0270832	0.0205245	0.668	0.02	0.02	623.24	1.71	0	100	0	0	0	0	0
206Ir	77	206	0	0	0	100	0	8242.35	1000	3691.35	1000	795.347	1414.21	0	0	3.60775	3.57167	0.18	0.162	0	0	0	0	0.657046	0.0308245	0.0218727	0.668	0.02	0.02	357.167	1.62	0	100	0	0	0	0	0
207Ir	77	207	0	0	0	100	0	7113.35	1000	4048.35	1000	-314.653	1414.21	0	0	3.07093	3.04022	0.39	0.351	0	0	0	0	0.663627	0.0231502	0.0202924	0.668	0.02	0.02	304.022	3.51	0	100	0	0	0	0	0
208Ir	77	208	0	0	0	100	0	8465.35	1000	3919.35	1000	1076.35	1414.21	0	0	2.15158	2.13006	0.34	0.306	0.02	0.018	0	0	0.65639	0.0332727	0.0220951	0.668	0.02	0.02	213.006	3.06	0.18	100	0	0	0	0	0
209Ir	77	209	0	0	0	100	0	7408.35	1000	4345.35	1000	95.347	1414.21	0	0	1.60374	1.5877	0.65	0.585	0	0	0	0	0.663138	0.0243084	0.0204431	0.668	0.02	0.02	158.77	5.85	0	100	0	0	0	0	0
210Ir	77	210	0	0	0	100	0	8811.35	1000	4291.35	1000	1576.35	1414.21	0	0	0.69647	0.689505	0.68	0.612	0.04	0.036	0	0	0.654611	0.0356802	0.0226538	0.668	0.02	0.02	68.9505	6.12	0.36	100	0	0	0	0	0
211Ir	77	211	0	0	0	100	0	7876.35	1000	4853.35	1000	805.347	1414.21	0	0	0.1624	0.160776	0.95	0.855	0	0	0	0	0.661591	0.0274821	0.0206531	0.668	0.02	0.02	16.0776	8.55	0	100	0	0	0	0	0
212Ir	77	212	0	0	0	100	0	9346.35	1000	4925.35	1000	2443.35	1414.21	0	0	0.11373	0.112593	0.9	0.81	0.03	0.027	0	0	0.651886	0.0386117	0.0231526	0.668	0.02	0.02	11.2593	8.1	0.27	100	0	0	0	0	0
213Ir	77	213	0	0	0	100	0	8527.35	1000	5616.35	1000	1854.35	1414.21	0	0	0.11218	0.111058	0.97	0.873	0	0	0	0	0.65763	0.0298789	0.02168	0.668	0.02	0.02	11.1058	8.73	0	100	0	0	0	0	0
214Ir	77	214	0	0	0	100	0	10057.3	1000	5803.35	1000	3611.35	1414.21	0	0	0.10615	0.105089	0.89	0.801	0.06	0.054	0	0	0.648128	0.0421563	0.0245818	0.666778	0.0205297	0.0200098	10.5089	8.01	0.54	100	0	0	0	0	0
215Ir	77	215	0	0	0	100	0	9338.35	1000	6607.35	1000	3172.35	1414.21	0	0	0.08457	0.0837243	0.97	0.873	0	0	0	0	0.6535	0.0355062	0.0229577	0.668	0.02	0.02	8.37243	8.73	0	100	0	0	0	0	0
216Ir	77	216	0	0	0	100	0	10914.3	1000	6888.35	1000	5023.35	1414.21	0	0	0.06784	0.0671616	0.89	0.801	0.07	0.063	0	0	0.642218	0.0426677	0.0274632	0.665888	0.0219625	0.0200628	6.71616	8.01	0.63	100	0	0	0	0	0
217Ir	77	217	0	0	0	100	0	9959.35	1000	7479.35	1000	4083.35	1414.21	0	0	0.05447	0.0539253	0.97	0.873	0.01	0.009	0	0	0.651703	0.0397077	0.0230871	0.666592	0.0208687	0.0200159	5.39253	8.73	0.09	100	0	0	0	0	0
218Ir	77	218	0	0	0	100	0	11385.3	1000	7338.35	1000	5338.35	1414.21	0	0	0.04766	0.0471834	0.85	0.765	0.12	0.108	0	0	0.640864	0.0422398	0.0280343	0.665221	0.02199	0.0201281	4.71834	7.65	1.08	100	0	0	0	0	0
219Ir	77	219	0	0	0	100	0	10844.3	1000	8187.35	1000	5033.35	1414.21	0	0	0.04941	0.0489159	0.97	0.873	0.01	0.009	0	0	0.646148	0.0430917	0.0256587	0.665867	0.0219634	0.0200645	4.89159	8.73	0.09	100	0	0	0	0	0
220Ir	77	220	0	0	0	100	0	12467.3	1000	8651.35	1000	7084.35	1414.21	0	0	0.03776	0.0373824	0.72	0.648	0.14	0.126	0	0	0.634187	0.045196	0.0301522	0.662985	0.0242429	0.020325	3.73824	6.48	1.26	100	0	0	0	0	0
221Ir	77	221	0	0	0	100	0	11926.3	1000	9722.35	1000	6996.35	1414.21	0	0	0.03854	0.0381546	0.94	0.846	0.02	0.018	0	0	0.638367	0.0487485	0.0292433	0.663041	0.0240043	0.0203236	3.81546	8.46	0.18	100	0	0	0	0	0
222Ir	77	222	0	0	0	100	0	13510.3	1000	10155.3	1000	9001.35	1414.21	0	0	0.02992	0.0296208	0.59	0.531	0.28	0.252	0	0	0.625024	0.0481457	0.0355731	0.659803	0.028627	0.0209188	2.96208	5.31	2.52	100	0	0	0	0	0
223Ir	77	223	0	0	0	100	0	12931.3	1000	11169.3	1000	8826.35	1414.21	0	0	0.02497	0.0247203	0.92	0.828	0.05	0.045	0	0	0.632545	0.0446844	0.0310541	0.660246	0.0282036	0.0208034	2.47203	8.28	0.45	100	0	0	0	0	0
224Ir	77	224	0	0	0	100	0	14408.3	1000	11503.3	1000	10646.3	1414.21	0	0	0.02405	0.0238095	0.51	0.459	0.43	0.387	0	0	0.619511	0.0592833	0.0375336	0.656559	0.0316946	0.0218103	2.38095	4.59	3.87	100	0	0	0	0	0
225Ir	77	225	0	0	0	100	0	13767.3	1000	12415.3	1000	10352.3	1414.21	0	0	0.02103	0.0208197	0.84	0.756	0.14	0.126	0	0	0.624849	0.0484336	0.0356331	0.656934	0.0305312	0.0217997	2.08197	7.56	1.26	100	0	0	0	0	0
226Ir	77	226	0	0	0	100	0	15144.3	1000	12642.3	1000	12033.3	1414.21	0	0	0.01493	0.0147807	0.51	0.459	0.46	0.414	0	0	0.614324	0.0689571	0.0412223	0.653388	0.0352417	0.0224759	1.47807	4.59	4.14	100	0	0	0	0	0
227Ir	77	227	0	0	0	100	0	14422.3	1000	13434.3	1000	11594.3	1414.21	0	0	0.0158	0.015642	0.7	0.63	0.28	0.252	0	0	0.621283	0.0560829	0.036251	0.654656	0.0351085	0.0221385	1.5642	6.3	2.52	100	0	0	0	0	0
228Ir	77	228	0	0	0	100	0	15686.3	1000	13524.3	1000	13084.3	1414.21	0	0	0.01321	0.0130779	0.26	0.234	0.71	0.639	0	0	0.611359	0.0753032	0.0418487	0.651811	0.0384975	0.022775	1.30779	2.34	6.39	100	0	0	0	0	0
229Ir	77	229	0	0	0	100	0	14895.3	1000	14212.3	1000	12528.3	1414.21	0	0	0.01159	0.0114741	0.49	0.441	0.48	0.432	0	0	0.616908	0.0640316	0.0394905	0.652214	0.0357973	0.0227577	1.14741	4.41	4.32	100	0	0	0	0	0
205Pt	78	205	0	0	0	100	0	5750	361	-501	361	-5819	412.7	0	0	21.352	21.1385	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	2113.85	0	0	100	0	0	0	0	0
206Pt	78	206	0	0	0	100	0	4950	424	1259	361	-4993	556.864	0	0	20.7378	20.5304	0	0	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	2053.04	0	0	100	0	0	0	0	0
207Pt	78	207	0	0	0	100	0	6501	500	1980	500	-1712	616.702	0	0	9.15089	9.05938	0.01	0.009	0	0	0	0	0.666557	0.0209727	0.0200185	0.668	0.02	0.02	905.938	0.09	0	100	0	0	0	0	0
208Pt	78	208	0	0	0	100	0	5410	500	2069	500	-2453	655.573	0	0	9.24788	9.1554	0.05	0.045	0	0	0	0	0.666485	0.0212358	0.020023	0.668	0.02	0.02	915.54	0.45	0	100	0	0	0	0	0
209Pt	78	209	0	0	0	100	0	6241.35	1000	1836.35	1000	-1370.65	1414.21	0	0	5.1191	5.06791	0.07	0.063	0	0	0	0	0.663274	0.0237638	0.0203979	0.668	0.02	0.02	506.791	0.63	0	100	0	0	0	0	0
210Pt	78	210	0	0	0	100	0	5119.35	1000	1721.35	1000	-2464.65	1414.21	0	0	4.02553	3.98527	0.34	0.306	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	398.527	3.06	0	100	0	0	0	0	0
211Pt	78	211	0	0	0	100	0	6474.35	1000	2096.35	1000	-1068.65	1414.21	0	0	2.29281	2.26988	0.42	0.378	0	0	0	0	0.662926	0.025285	0.0204771	0.668	0.02	0.02	226.988	3.78	0	100	0	0	0	0	0
212Pt	78	212	0	0	0	100	0	5453.35	1000	2053.35	1000	-1988.65	1414.21	0	0	0.97044	0.960736	0.46	0.414	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	96.0736	4.14	0	100	0	0	0	0	0
213Pt	78	213	0	0	0	100	0	6873.35	1000	2542.35	1000	-454.653	1414.21	0	0	0.24586	0.243401	0.36	0.324	0	0	0	0	0.661424	0.0275997	0.0206809	0.668	0.02	0.02	24.3401	3.24	0	100	0	0	0	0	0
214Pt	78	214	0	0	0	100	0	5966.35	1000	2619.35	1000	-1192.65	1414.21	0	0	0.30113	0.298119	0.61	0.549	0	0	0	0	0.666774	0.0211221	0.020019	0.668	0.02	0.02	29.8119	5.49	0	100	0	0	0	0	0
215Pt	78	215	0	0	0	100	0	7452.35	1000	3235.35	1000	473.347	1414.21	0	0	0.19196	0.19004	0.49	0.441	0	0	0	0	0.657981	0.0296861	0.0215599	0.668	0.02	0.02	19.004	4.41	0	100	0	0	0	0	0
216Pt	78	216	0	0	0	100	0	6645.35	1000	3426.35	1000	-104.653	1414.21	0	0	0.15444	0.152896	0.51	0.459	0	0	0	0	0.664881	0.023051	0.0200911	0.668	0.02	0.02	15.2896	4.59	0	100	0	0	0	0	0
217Pt	78	217	0	0	0	100	0	8191.35	1000	4165.35	1000	1694.35	1414.21	0	0	0.14321	0.141778	0.69	0.621	0	0	0	0	0.654439	0.035663	0.0227029	0.668	0.02	0.02	14.1778	6.21	0	100	0	0	0	0	0
218Pt	78	218	0	0	0	100	0	7175.35	1000	4144.35	1000	658.347	1414.21	0	0	0.09539	0.0944361	0.54	0.486	0	0	0	0	0.663329	0.023549	0.0203798	0.668	0.02	0.02	9.44361	4.86	0	100	0	0	0	0	0
219Pt	78	219	0	0	0	100	0	8680.35	1000	4518.35	1000	1985.35	1414.21	0	0	0.08218	0.0813582	0.54	0.486	0	0	0	0	0.652675	0.0354915	0.0231968	0.668	0.02	0.02	8.13582	4.86	0	100	0	0	0	0	0
220Pt	78	220	0	0	0	100	0	8081.35	1000	4864.35	1000	1616.35	1414.21	0	0	0.09223	0.0913077	0.55	0.495	0	0	0	0	0.66027	0.0289319	0.0208986	0.668	0.02	0.02	9.13077	4.95	0	100	0	0	0	0	0
221Pt	78	221	0	0	0	100	0	9742.35	1000	5877.35	1000	3730.35	1414.21	0	0	0.06597	0.0653103	0.44	0.396	0	0	0	0	0.64675	0.0428046	0.0253231	0.666729	0.0206103	0.0200108	6.53103	3.96	0	100	0	0	0	0	0
222Pt	78	222	0	0	0	100	0	9186.35	1000	6387.35	1000	3634.35	1414.21	0	0	0.05578	0.0552222	0.52	0.468	0	0	0	0	0.653761	0.0355508	0.0228881	0.666767	0.0205481	0.02001	5.52222	4.68	0	100	0	0	0	0	0
223Pt	78	223	0	0	0	100	0	10815.3	1000	7424.35	1000	5706.35	1414.21	0	0	0.0443	0.043857	0.62	0.558	0	0	0	0	0.639021	0.0461066	0.0289687	0.664421	0.0224968	0.0202187	4.3857	5.58	0	100	0	0	0	0	0
224Pt	78	224	0	0	0	100	0	10272.3	1000	7910.35	1000	5612.35	1414.21	0	0	0.03808	0.0376992	0.64	0.576	0	0	0	0	0.647862	0.0423255	0.0247206	0.664621	0.0223537	0.0201993	3.76992	5.76	0	100	0	0	0	0	0
225Pt	78	225	0	0	0	100	0	11857.3	1000	8920.35	1000	7607.35	1414.21	0	0	0.03193	0.0316107	0.64	0.576	0.01	0.009	0	0	0.633023	0.044857	0.030752	0.662398	0.0258323	0.0203807	3.16107	5.76	0.09	100	0	0	0	0	0
226Pt	78	226	0	0	0	100	0	11279.3	1000	9355.35	1000	7432.35	1414.21	0	0	0.03234	0.0320166	0.71	0.639	0	0	0	0	0.640686	0.0421875	0.0281258	0.662688	0.0253152	0.0203438	3.20166	6.39	0	100	0	0	0	0	0
227Pt	78	227	0	0	0	100	0	12771.3	1000	10291.3	1000	9287.35	1414.21	0	0	0.01955	0.0193545	0.65	0.585	0.02	0.018	0	0	0.624741	0.0487898	0.0356419	0.659029	0.0291956	0.0211377	1.93545	5.85	0.18	100	0	0	0	0	0
228Pt	78	228	0	0	0	100	0	12125.3	1000	10609.3	1000	8981.35	1414.21	0	0	0.02036	0.0201564	0.79	0.711	0.01	0.009	0	0	0.635537	0.0461056	0.0297349	0.659807	0.0286238	0.0209177	2.01564	7.11	0.09	100	0	0	0	0	0
229Pt	78	229	0	0	0	100	0	13517.3	1000	11442.3	1000	10678.3	1414.21	0	0	0.01792	0.0177408	0.79	0.711	0.06	0.054	0	0	0.620291	0.0578748	0.036946	0.65649	0.0319799	0.0218132	1.77408	7.11	0.54	100	0	0	0	0	0
230Pt	78	230	0	0	0	100	0	12789.3	1000	11629.3	1000	10224.3	1414.21	0	0	0.01453	0.0143847	0.85	0.765	0.01	0.009	0	0	0.629879	0.0444101	0.0328002	0.657071	0.0302645	0.0217716	1.43847	7.65	0.09	100	0	0	0	0	0
207Au	79	207	0	0	0	100	0	5847	301	2234	301	-4495.36	302.494	0	0	23.4229	23.1887	0.03	0.027	0	0	0	0	0.666348	0.0216574	0.0200447	0.668	0.02	0.02	2318.87	0.27	0	100	0	0	0	0	0
208Au	79	208	0	0	0	100	0	7355	302	2506	301	-1107.32	304.248	0	0	9.47298	9.37825	0.04	0.036	0	0	0	0	0.665376	0.0219036	0.0201049	0.668	0.02	0.02	937.825	0.36	0	100	0	0	0	0	0
209Au	79	209	0	0	0	100	0	6380	427	2964	401	-1885	453.584	0	0	10.4102	10.3061	0.16	0.144	0	0	0	0	0.663539	0.022952	0.0202822	0.668	0.02	0.02	1030.61	1.44	0	100	0	0	0	0	0
210Au	79	210	0	0	0	100	0	7980	447	3218	427	-197	490.936	0	0	5.8317	5.77338	0.12	0.108	0	0	0	0	0.663216	0.023185	0.0202964	0.668	0.02	0.02	577.338	1.08	0	100	0	0	0	0	0
211Au	79	211	0	0	0	100	0	6375.35	1000	3147.35	1000	-1402.65	1414.21	0	0	5.01377	4.96363	0.38	0.342	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	496.363	3.42	0	100	0	0	0	0	0
212Au	79	212	0	0	0	100	0	7695.35	1000	2975.35	1000	-84.653	1414.21	0	0	0.33967	0.336273	0.36	0.324	0	0	0	0	0.66011	0.0290857	0.0209359	0.668	0.02	0.02	33.6273	3.24	0	100	0	0	0	0	0
213Au	79	213	0	0	0	100	0	6604.35	1000	3364.35	1000	-1126.65	1414.21	0	0	1.53912	1.52373	0.78	0.702	0	0	0	0	0.666316	0.0223021	0.0199949	0.668	0.02	0.02	152.373	7.02	0	100	0	0	0	0	0
214Au	79	214	0	0	0	100	0	7953.35	1000	3257.35	1000	277.347	1414.21	0	0	0.42249	0.418265	0.68	0.612	0	0	0	0	0.658532	0.0296095	0.021379	0.668	0.02	0.02	41.8265	6.12	0	100	0	0	0	0	0
215Au	79	215	0	0	0	100	0	6950.35	1000	3736.35	1000	-609.653	1414.21	0	0	0.39855	0.394564	0.93	0.837	0	0	0	0	0.664376	0.0233228	0.0201597	0.668	0.02	0.02	39.4564	8.37	0	100	0	0	0	0	0
216Au	79	216	0	0	0	100	0	8368.35	1000	3731.35	1000	937.347	1414.21	0	0	0.3002	0.297198	0.9	0.81	0	0	0	0	0.656643	0.0322491	0.0220092	0.668	0.02	0.02	29.7198	8.1	0	100	0	0	0	0	0
217Au	79	217	0	0	0	100	0	7488.35	1000	4342.35	1000	249.347	1414.21	0	0	0.18921	0.187318	0.95	0.855	0	0	0	0	0.662902	0.0254216	0.020478	0.668	0.02	0.02	18.7318	8.55	0	100	0	0	0	0	0
218Au	79	218	0	0	0	100	0	8964.35	1000	4457.35	1000	1915.35	1414.21	0	0	0.16808	0.166399	0.92	0.828	0	0	0	0	0.653117	0.0354462	0.0230731	0.668	0.02	0.02	16.6399	8.28	0	100	0	0	0	0	0
219Au	79	219	0	0	0	100	0	7866.35	1000	4802.35	1000	682.347	1414.21	0	0	0.14101	0.1396	0.96	0.864	0	0	0	0	0.662258	0.0269619	0.0205533	0.668	0.02	0.02	13.96	8.64	0	100	0	0	0	0	0
220Au	79	220	0	0	0	100	0	9456.35	1000	4649.35	1000	2085.35	1414.21	0	0	0.12334	0.122107	0.87	0.783	0.01	0.009	0	0	0.65207	0.037432	0.023226	0.668	0.02	0.02	12.2107	7.83	0.09	100	0	0	0	0	0
221Au	79	221	0	0	0	100	0	8799.35	1000	5591.35	1000	1726.35	1414.21	0	0	0.11336	0.112226	0.92	0.828	0	0	0	0	0.657179	0.0305735	0.0218303	0.668	0.02	0.02	11.2226	8.28	0	100	0	0	0	0	0
222Au	79	222	0	0	0	100	0	10410.3	1000	6000.35	1000	3755.35	1414.21	0	0	0.06907	0.0683793	0.77	0.693	0.01	0.009	0	0	0.646177	0.0430797	0.0256445	0.666717	0.0206313	0.0200111	6.83793	6.93	0.09	100	0	0	0	0	0
223Au	79	223	0	0	0	100	0	9825.35	1000	7019.35	1000	3644.35	1414.21	0	0	0.07096	0.0702504	0.94	0.846	0	0	0	0	0.651795	0.0391618	0.0231266	0.666761	0.0205583	0.0200101	7.02504	8.46	0	100	0	0	0	0	0
224Au	79	224	0	0	0	100	0	11450.3	1000	7463.35	1000	5704.35	1414.21	0	0	0.05245	0.0519255	0.79	0.711	0.04	0.036	0	0	0.638699	0.0474179	0.0291177	0.664404	0.0225109	0.0202207	5.19255	7.11	0.36	100	0	0	0	0	0
225Au	79	225	0	0	0	100	0	10886.3	1000	8513.35	1000	5594.35	1414.21	0	0	0.04988	0.0493812	0.94	0.846	0	0	0	0	0.643982	0.0441247	0.026858	0.664637	0.0223429	0.0201979	4.93812	8.46	0	100	0	0	0	0	0
226Au	79	226	0	0	0	100	0	12502.3	1000	8962.35	1000	7648.35	1414.21	0	0	0.03851	0.0381249	0.77	0.693	0.1	0.09	0	0	0.632279	0.0445865	0.0312286	0.662304	0.0260049	0.0203934	3.81249	6.93	0.9	100	0	0	0	0	0
227Au	79	227	0	0	0	100	0	11957.3	1000	10022.3	1000	7559.35	1414.21	0	0	0.04485	0.0444015	0.91	0.819	0.01	0.009	0	0	0.637071	0.0466082	0.0295365	0.662452	0.0257362	0.020374	4.44015	8.19	0.09	100	0	0	0	0	0
228Au	79	228	0	0	0	100	0	13532.3	1000	10441.3	1000	9543.35	1414.21	0	0	0.0274	0.027126	0.7	0.63	0.17	0.153	0	0	0.624115	0.0515832	0.0355136	0.658326	0.029276	0.0213557	2.7126	6.3	1.53	100	0	0	0	0	0
229Au	79	229	0	0	0	100	0	12959.3	1000	11457.3	1000	9375.35	1414.21	0	0	0.03138	0.0310662	0.91	0.819	0.04	0.036	0	0	0.629825	0.044431	0.0328378	0.658754	0.0292274	0.0212209	3.10662	8.19	0.36	100	0	0	0	0	0
230Au	79	230	0	0	0	100	0	14446.3	1000	11799.3	1000	11217.3	1414.21	0	0	0.02524	0.0249876	0.6	0.54	0.36	0.324	0	0	0.617354	0.0632386	0.0391553	0.655603	0.0345233	0.021903	2.49876	5.4	3.24	100	0	0	0	0	0
231Au	79	231	0	0	0	100	0	13818.3	1000	12725.3	1000	10942.3	1414.21	0	0	0.01944	0.0192456	0.85	0.765	0.13	0.117	0	0	0.623921	0.0520485	0.0354728	0.656121	0.0335136	0.0218248	1.92456	7.65	1.17	100	0	0	0	0	0
212Hg	80	212	0	0	0	100	0	4571	361	1027	303	-3876	413.185	0	0	20.599	20.393	0.02	0.018	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	2039.3	0.18	0	100	0	0	0	0	0
213Hg	80	213	0	0	0	100	0	6416	301	1680	361	-1864.83	305.103	0	0	9.90717	9.8081	0.04	0.036	0	0	0	0	0.666803	0.020425	0.0200149	0.668	0.02	0.02	980.81	0.36	0	100	0	0	0	0	0
214Hg	80	214	0	0	0	100	0	5306	445	1915	401	-2821	525.761	0	0	5.47294	5.41821	0.1	0.09	0	0	0	0	0.666607	0.0207783	0.0200205	0.668	0.02	0.02	541.821	0.9	0	100	0	0	0	0	0
215Hg	80	215	0	0	0	100	0	7079	500	2574	445	-817	583.61	0	0	0.39519	0.391238	0.04	0.036	0	0	0	0	0.665068	0.0220021	0.0201516	0.668	0.02	0.02	39.1238	0.36	0	100	0	0	0	0	0
216Hg	80	216	0	0	0	100	0	6050	500	2819	500	-1687	614.95	0	0	1.29798	1.285	0.2	0.18	0	0	0	0	0.664002	0.0227873	0.0202584	0.668	0.02	0.02	128.5	1.8	0	100	0	0	0	0	0
217Hg	80	217	0	0	0	100	0	5903.35	1000	1381.35	1000	-1876.65	1414.21	0	0	0.3026	0.299574	0.09	0.081	0	0	0	0	0.66426	0.0232967	0.0201774	0.668	0.02	0.02	29.9574	0.81	0	100	0	0	0	0	0
218Hg	80	218	0	0	0	100	0	4929.35	1000	1396.35	1000	-2718.65	1414.21	0	0	0.4794	0.474606	0.15	0.135	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	47.4606	1.35	0	100	0	0	0	0	0
219Hg	80	219	0	0	0	100	0	6303.35	1000	1865.35	1000	-1261.65	1414.21	0	0	0.18903	0.18714	0.14	0.126	0	0	0	0	0.663179	0.0241516	0.0204279	0.668	0.02	0.02	18.714	1.26	0	100	0	0	0	0	0
220Hg	80	220	0	0	0	100	0	5326.35	1000	1496.35	1000	-2536.65	1414.21	0	0	0.24239	0.239966	0.23	0.207	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	23.9966	2.07	0	100	0	0	0	0	0
221Hg	80	221	0	0	0	100	0	6873.35	1000	2118.35	1000	-1132.65	1414.21	0	0	0.16999	0.16829	0.21	0.189	0	0	0	0	0.662368	0.0267639	0.0205382	0.668	0.02	0.02	16.829	1.89	0	100	0	0	0	0	0
222Hg	80	222	0	0	0	100	0	6149.35	1000	2463.35	1000	-1459.65	1414.21	0	0	0.23987	0.237471	0.23	0.207	0	0	0	0	0.666748	0.0957902	0.02002	0.668	0.02	0.02	23.7471	2.07	0	100	0	0	0	0	0
223Hg	80	223	0	0	0	100	0	7739.35	1000	3343.35	1000	532.347	1414.21	0	0	0.13527	0.133917	0.16	0.144	0	0	0	0	0.65716	0.0306136	0.0218371	0.668	0.02	0.02	13.3917	1.44	0	100	0	0	0	0	0
224Hg	80	224	0	0	0	100	0	7089.35	1000	3752.35	1000	306.347	1414.21	0	0	0.12787	0.126591	0.2	0.18	0	0	0	0	0.663351	0.0234773	0.020372	0.668	0.02	0.02	12.6591	1.8	0	100	0	0	0	0	0
225Hg	80	225	0	0	0	100	0	8705.35	1000	4716.35	1000	2353.35	1414.21	0	0	0.09499	0.0940401	0.31	0.279	0	0	0	0	0.651925	0.0383946	0.0231762	0.668	0.02	0.02	9.40401	2.79	0	100	0	0	0	0	0
226Hg	80	226	0	0	0	100	0	8102.35	1000	5165.35	1000	2196.35	1414.21	0	0	0.09391	0.0929709	0.4	0.36	0	0	0	0	0.658699	0.029595	0.0213264	0.668	0.02	0.02	9.29709	3.6	0	100	0	0	0	0	0
227Hg	80	227	0	0	0	100	0	9728.35	1000	6167.35	1000	4261.35	1414.21	0	0	0.07522	0.0744678	0.44	0.396	0	0	0	0	0.644898	0.0439158	0.0263824	0.666514	0.0211412	0.0200201	7.44678	3.96	0	100	0	0	0	0	0
228Hg	80	228	0	0	0	100	0	9159.35	1000	6637.35	1000	4140.35	1414.21	0	0	0.06883	0.0681417	0.46	0.414	0	0	0	0	0.6523	0.0358866	0.0233137	0.666562	0.0209716	0.0200173	6.81417	4.14	0	100	0	0	0	0	0
229Hg	80	229	0	0	0	100	0	10779.3	1000	7657.35	1000	6193.35	1414.21	0	0	0.04307	0.0426393	0.42	0.378	0	0	0	0	0.637618	0.0483719	0.0294993	0.663523	0.0229953	0.0203133	4.26393	3.78	0	100	0	0	0	0	0
230Hg	80	230	0	0	0	100	0	10222.3	1000	8132.35	1000	6079.35	1414.21	0	0	0.0473	0.046827	0.56	0.504	0	0	0	0	0.64633	0.0429923	0.0255596	0.663595	0.0229532	0.0203118	4.6827	5.04	0	100	0	0	0	0	0
231Hg	80	231	0	0	0	100	0	11799.3	1000	9129.35	1000	8065.35	1414.21	0	0	0.03688	0.0365112	0.69	0.621	0	0	0	0	0.631078	0.044135	0.0320118	0.661584	0.0270341	0.02051	3.65112	6.21	0	100	0	0	0	0	0
232Hg	80	232	0	0	0	100	0	11240.3	1000	9569.35	1000	7922.35	1414.21	0	0	0.03107	0.0307593	0.71	0.639	0	0	0	0	0.639069	0.045931	0.0289495	0.661823	0.0268651	0.0204653	3.07593	6.39	0	100	0	0	0	0	0
217Tl	81	217	0	0	0	100	0	6399	500	3079	447	-1826	585.683	0	0	3.10764	3.07656	0.72	0.648	0	0	0	0	0.663382	0.0230661	0.0203051	0.668	0.02	0.02	307.656	6.48	0	100	0	0	0	0	0
218Tl	81	218	0	0	0	100	0	8081	500	3379	500	58	616.702	0	0	1.4366	1.42223	0.59	0.531	0	0	0	0	0.662998	0.0241636	0.0203193	0.668	0.02	0.02	142.223	5.31	0	100	0	0	0	0	0
219Tl	81	219	0	0	0	100	0	6692.35	1000	3374.35	1000	-1275.65	1414.21	0	0	0.77118	0.763468	0.87	0.783	0	0	0	0	0.666326	0.0222849	0.0199942	0.668	0.02	0.02	76.3468	7.83	0	100	0	0	0	0	0
220Tl	81	220	0	0	0	100	0	7565.35	1000	2862.35	1000	-698.653	1414.21	0	0	0.40299	0.39896	0.56	0.504	0	0	0	0	0.662117	0.0271343	0.0205756	0.668	0.02	0.02	39.896	5.04	0	100	0	0	0	0	0
221Tl	81	221	0	0	0	100	0	5987.35	1000	2810.35	1000	-2591.65	1414.21	0	0	0.38259	0.378764	0.93	0.837	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	37.8764	8.37	0	100	0	0	0	0	0
222Tl	81	222	0	0	0	100	0	6817.35	1000	2301.35	1000	-1616.65	1414.21	0	0	0.29138	0.288466	0.66	0.594	0	0	0	0	0.66331	0.0236359	0.0203844	0.668	0.02	0.02	28.8466	5.94	0	100	0	0	0	0	0
223Tl	81	223	0	0	0	100	0	5441.35	1000	2421.35	1000	-2632.65	1414.21	0	0	0.33131	0.327997	0.8	0.72	0	0	0	0	0.668	0.02	0.02	0.668	0.02	0.02	32.7997	7.2	0	100	0	0	0	0	0
224Tl	81	224	0	0	0	100	0	6663.35	1000	2104.35	1000	-1059.65	1414.21	0	0	0.24461	0.242164	0.47	0.423	0	0	0	0	0.663058	0.0246599	0.0204678	0.668	0.02	0.02	24.2164	4.23	0	100	0	0	0	0	0
225Tl	81	225	0	0	0	100	0	5732.35	1000	2674.35	1000	-1583.65	1414.21	0	0	0.27952	0.276725	0.76	0.684	0	0	0	0	0.666743	0.032048	0.0200202	0.668	0.02	0.02	27.6725	6.84	0	100	0	0	0	0	0
226Tl	81	226	0	0	0	100	0	7140.35	1000	2795.35	1000	223.347	1414.21	0	0	0.17676	0.174992	0.74	0.666	0	0	0	0	0.660472	0.0287585	0.0208568	0.668	0.02	0.02	17.4992	6.66	0	100	0	0	0	0	0
